Property State,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
MO,201511,4.2,197.61
MO,201512,4.2,197.61
MO,201601,4.9,200.45
MO,201602,5.0,200.45
MO,201603,4.9,200.45
MO,201604,4.3,205.14
MO,201605,4.3,205.14
MO,201606,4.8,205.14
MO,201607,5.1,204.03
MO,201608,5.0,204.03
MO,201609,4.3,204.03
MO,201610,4.1,208.05
MO,201611,3.8,208.05
MO,201612,4.1,208.05
MO,201701,4.7,211.0
MO,201702,4.7,211.0
MO,201703,4.3,211.0
MO,201704,3.6,212.49
MO,201705,3.8,212.49
MO,201706,3.7,212.49
MO,201707,4.1,217.2
MO,201708,4.0,217.2
MO,201709,3.1,217.2
MO,201710,2.9,219.09
MO,201711,3.2,219.09
MO,201712,3.3,219.09
MO,201801,4.1,221.76
MO,201802,4.0,221.76
MO,201803,3.8,221.76
MO,201804,3.1,226.7
MO,201805,3.1,226.7
MO,201806,3.3,226.7
MO,201807,3.5,228.44
MO,201808,3.2,228.44
MO,201809,2.5,228.44
MO,201810,2.5,232.43
MO,201811,2.6,232.43
MO,201812,3.0,232.43
MO,201901,3.9,235.46
MO,201902,3.7,235.46
MO,201903,3.7,235.46
MO,201904,2.8,237.94
MO,201905,3.0,237.94
MO,201906,3.2,237.94
MO,201907,3.6,240.11
MO,201908,3.3,240.11
MO,201909,2.6,240.11
MO,201910,2.8,243.59
MO,201911,3.0,243.59
MO,201912,3.2,243.59
MO,202001,3.8,250.14
MO,202002,3.5,250.14
MO,202003,4.2,250.14
MO,202004,10.9,253.65
MO,202005,9.9,253.65
MO,202006,8.5,253.65
MO,202007,8.0,255.62
MO,202008,6.3,255.62
MO,202009,5.2,255.62
MO,202010,4.5,266.57
MO,202011,4.5,266.57
MO,202012,4.9,266.57
MO,202101,5.5,276.52
MO,202102,5.3,276.52
MO,202103,5.0,276.52
MO,202104,4.5,286.22
MO,202105,4.7,286.22
MO,202106,4.8,286.22
MO,202107,4.4,297.35
MO,202108,4.0,297.35
MO,202109,3.1,297.35
MO,202110,3.1,308.18
MO,202111,2.8,308.18
MO,202112,2.8,308.18
MO,202201,3.5,319.16
MO,202202,3.2,319.16
MO,202203,2.9,319.16
MO,202204,2.1,331.77
MO,202205,2.3,331.77
MO,202206,2.4,331.77
MO,202207,2.9,341.7
MO,202208,2.8,341.7
MO,202209,2.0,341.7
MO,202210,2.5,342.98
MO,202211,2.4,342.98
MO,202212,2.4,342.98
MO,202301,3.2,346.75
MO,202302,3.2,346.75
MO,202303,3.1,346.75
MO,202304,2.6,352.21
MO,202305,3.1,352.21
MO,202306,3.3,352.21
MO,202307,3.4,360.36
MO,202308,3.4,360.36
MO,202309,2.8,360.36
MO,202310,3.2,367.58
MO,202311,2.9,367.58
MO,202312,3.1,367.58
MO,202401,3.9,373.83
MO,202402,4.1,373.83
MO,202403,3.9,373.83
MO,202404,3.3,380.17
MO,202405,3.7,380.17
MO,202406,3.9,380.17
MO,202407,4.3,384.15
MO,202408,3.9,384.15
MO,202409,3.0,384.15
MO,202410,3.3,388.68
MO,202411,3.3,388.68
MO,202412,3.2,388.68
MO,202501,4.4,391.29
MO,202502,4.4,391.29
MO,202503,4.4,391.29
MT,199901,6.6,164.79
MT,199902,6.5,164.79
MT,199903,6.2,164.79
MT,199904,5.5,165.23
MT,199905,4.9,165.23
MT,199906,5.2,165.23
MT,199907,4.8,168.19
MT,199908,4.8,168.19
MT,199909,4.5,168.19
MT,199910,4.6,171.11
MT,199911,4.8,171.11
MT,199912,5.1,171.11
MT,200001,6.1,171.73
MT,200002,5.9,171.73
MT,200003,5.8,171.73
MT,200004,4.8,173.14
MT,200005,4.5,173.14
MT,200006,4.7,173.14
MT,200007,4.4,174.54
MT,200008,4.4,174.54
MT,200009,4.0,174.54
MT,200010,4.1,176.97
MT,200011,4.5,176.97
MT,200012,4.7,176.97
MT,200101,5.8,177.63
MT,200102,5.4,177.63
MT,200103,5.5,177.63
MT,200104,4.8,184.31
MT,200105,4.1,184.31
MT,200106,4.4,184.31
MT,200107,3.9,184.36
MT,200108,4.2,184.36
MT,200109,3.8,184.36
MT,200110,4.1,184.4
MT,200111,4.5,184.4
MT,200112,5.0,184.4
MT,200201,5.8,188.94
MT,200202,5.6,188.94
MT,200203,5.6,188.94
MT,200204,4.9,192.94
MT,200205,4.1,192.94
MT,200206,4.6,192.94
MT,200207,4.1,193.79
MT,200208,3.8,193.79
MT,200209,3.5,193.79
MT,200210,3.9,198.6
MT,200211,4.4,198.6
MT,200212,4.8,198.6
MT,200301,5.7,202.32
MT,200302,5.4,202.32
MT,200303,5.4,202.32
MT,200304,4.7,205.35
MT,200305,4.2,205.35
MT,200306,4.9,205.35
MT,200307,4.4,211.73
MT,200308,4.3,211.73
MT,200309,4.1,211.73
MT,200310,4.2,217.16
MT,200311,4.6,217.16
MT,200312,4.9,217.16
MT,200401,5.9,220.94
MT,200402,5.4,220.94
MT,200403,5.5,220.94
MT,200404,4.6,224.06
MT,200405,4.1,224.06
MT,200406,4.6,224.06
MT,200407,4.1,232.2
MT,200408,4.0,232.2
MT,200409,3.8,232.2
MT,200410,3.9,238.23
MT,200411,4.1,238.23
MT,200412,4.4,238.23
MT,200501,5.5,243.25
MT,200502,5.2,243.25
MT,200503,4.9,243.25
MT,200504,4.2,249.81
MT,200505,3.8,249.81
MT,200506,4.2,249.81
MT,200507,3.7,259.36
MT,200508,3.6,259.36
MT,200509,3.4,259.36
MT,200510,3.4,264.28
MT,200511,3.7,264.28
MT,200512,3.9,264.28
MT,200601,4.5,273.1
MT,200602,4.3,273.1
MT,200603,4.1,273.1
MT,200604,3.6,282.7
MT,200605,3.1,282.7
MT,200606,3.4,282.7
MT,200607,3.2,287.92
MT,200608,2.9,287.92
MT,200609,2.7,287.92
MT,200610,2.7,294.99
MT,200611,2.8,294.99
MT,200612,3.2,294.99
MT,200701,3.9,300.1
MT,200702,3.6,300.1
MT,200703,3.3,300.1
MT,200704,3.1,303.77
MT,200705,2.8,303.77
MT,200706,3.4,303.77
MT,200707,3.3,310.64
MT,200708,3.2,310.64
MT,200709,3.1,310.64
MT,200710,3.3,310.58
MT,200711,3.5,310.58
MT,200712,4.1,310.58
MT,200801,4.8,314.48
MT,200802,4.6,314.48
MT,200803,4.7,314.48
MT,200804,4.1,313.69
MT,200805,4.0,313.69
MT,200806,4.5,313.69
MT,200807,4.3,308.84
MT,200808,4.5,308.84
MT,200809,4.4,308.84
MT,200810,4.8,308.35
MT,200811,5.3,308.35
MT,200812,6.2,308.35
MT,200901,7.7,298.8
MT,200902,7.9,298.8
MT,200903,8.1,298.8
MT,200904,7.1,303.41
MT,200905,6.8,303.41
MT,200906,7.1,303.41
MT,200907,6.7,297.71
MT,200908,6.6,297.71
MT,200909,6.4,297.71
MT,200910,6.5,296.99
MT,200911,6.9,296.99
MT,200912,7.6,296.99
MT,201001,8.6,295.68
MT,201002,8.5,295.68
MT,201003,8.2,295.68
MT,201004,7.3,294.26
MT,201005,6.7,294.26
MT,201006,7.0,294.26
MT,201007,6.6,290.26
MT,201008,6.5,290.26
MT,201009,6.2,290.26
MT,201010,6.3,287.18
MT,201011,6.8,287.18
MT,201012,7.3,287.18
MT,201101,8.2,277.22
MT,201102,7.7,277.22
MT,201103,7.5,277.22
MT,201104,6.7,272.52
MT,201105,6.2,272.52
MT,201106,6.7,272.52
MT,201107,6.3,281.82
MT,201108,6.2,281.82
MT,201109,5.9,281.82
MT,201110,5.9,280.88
MT,201111,5.9,280.88
MT,201112,6.4,280.88
MT,201201,7.1,284.77
MT,201202,6.8,284.77
MT,201203,6.6,284.77
MT,201204,5.8,283.49
MT,201205,5.5,283.49
MT,201206,5.9,283.49
MT,201207,5.6,287.42
MT,201208,5.4,287.42
MT,201209,4.9,287.42
MT,201210,5.1,288.71
MT,201211,5.2,288.71
MT,201212,5.7,288.71
MT,201301,6.7,298.06
MT,201302,6.2,298.06
MT,201303,6.0,298.06
MT,201304,5.3,304.3
MT,201305,4.9,304.3
MT,201306,5.5,304.3
MT,201307,5.1,304.4
MT,201308,4.9,304.4
MT,201309,4.5,304.4
MT,201310,4.8,305.79
MT,201311,4.9,305.79
MT,201312,5.3,305.79
MT,201401,5.9,310.63
MT,201402,5.6,310.63
MT,201403,5.6,310.63
MT,201404,4.4,313.38
MT,201405,4.3,313.38
MT,201406,4.5,313.38
MT,201407,4.5,316.19
MT,201408,4.3,316.19
MT,201409,3.8,316.19
MT,201410,3.9,322.09
MT,201411,4.3,322.09
MT,201412,4.5,322.09
MT,201501,5.4,322.37
MT,201502,5.0,322.37
MT,201503,4.8,322.37
MT,201504,4.1,327.18
MT,201505,3.9,327.18
MT,201506,4.2,327.18
MT,201507,4.1,329.73
MT,201508,3.8,329.73
MT,201509,3.5,329.73
MT,201510,3.9,331.54
MT,201511,4.1,331.54
MT,201512,4.6,331.54
MT,201601,5.2,334.75
MT,201602,5.1,334.75
MT,201603,5.0,334.75
MT,201604,4.2,339.45
MT,201605,3.9,339.45
MT,201606,4.4,339.45
MT,201607,4.0,342.21
MT,201608,3.9,342.21
MT,201609,3.5,342.21
MT,201610,3.9,344.78
MT,201611,3.8,344.78
MT,201612,4.5,344.78
MT,201701,5.2,357.19
MT,201702,4.9,357.19
MT,201703,4.6,357.19
MT,201704,4.0,356.09
MT,201705,3.7,356.09
MT,201706,4.0,356.09
MT,201707,3.8,362.11
MT,201708,3.7,362.11
MT,201709,3.4,362.11
MT,201710,3.5,367.99
MT,201711,3.9,367.99
MT,201712,4.2,367.99
MT,201801,4.9,372.86
MT,201802,4.7,372.86
MT,201803,4.4,372.86
MT,201804,3.7,380.19
MT,201805,3.2,380.19
MT,201806,3.8,380.19
MT,201807,3.4,381.57
MT,201808,3.3,381.57
MT,201809,3.0,381.57
MT,201810,3.1,389.65
MT,201811,3.3,389.65
MT,201812,3.9,389.65
MT,201901,4.8,390.64
MT,201902,4.2,390.64
MT,201903,4.2,390.64
MT,201904,3.4,392.21
MT,201905,3.1,392.21
MT,201906,3.4,392.21
MT,201907,3.2,405.49
MT,201908,3.2,405.49
MT,201909,2.8,405.49
MT,201910,3.0,409.13
MT,201911,3.2,409.13
MT,201912,3.7,409.13
MT,202001,4.4,415.96
MT,202002,4.1,415.96
MT,202003,4.7,415.96
MT,202004,11.8,438.81
MT,202005,9.0,438.81
MT,202006,7.4,438.81
MT,202007,6.6,426.1
MT,202008,5.2,426.1
MT,202009,4.6,426.1
MT,202010,3.9,452.51
MT,202011,4.0,452.51
MT,202012,4.4,452.51
MT,202101,4.9,479.81
MT,202102,4.7,479.81
MT,202103,4.3,479.81
MT,202104,3.7,503.6
MT,202105,3.2,503.6
MT,202106,3.8,503.6
MT,202107,3.2,529.21
MT,202108,3.0,529.21
MT,202109,2.3,529.21
MT,202110,2.5,571.55
MT,202111,2.5,571.55
MT,202112,2.7,571.55
MT,202201,3.6,595.27
MT,202202,3.3,595.27
MT,202203,3.0,595.27
MT,202204,2.7,627.52
MT,202205,2.5,627.52
MT,202206,2.8,627.52
MT,202207,2.5,652.52
MT,202208,2.5,652.52
MT,202209,2.0,652.52
MT,202210,2.2,648.72
MT,202211,2.2,648.72
MT,202212,2.6,648.72
MT,202301,3.2,660.72
MT,202302,3.1,660.72
MT,202303,3.0,660.72
MT,202304,2.4,665.05
MT,202305,2.4,665.05
MT,202306,2.6,665.05
MT,202307,2.4,678.35
MT,202308,2.4,678.35
MT,202309,2.2,678.35
MT,202310,2.6,679.93
MT,202311,2.7,679.93
MT,202312,3.3,679.93
MT,202401,3.8,689.89
MT,202402,3.7,689.89
MT,202403,3.4,689.89
MT,202404,2.8,697.55
MT,202405,2.7,697.55
MT,202406,3.1,697.55
MT,202407,2.9,705.43
MT,202408,2.8,705.43
MT,202409,2.4,705.43
MT,202410,2.4,725.64
MT,202411,2.7,725.64
MT,202412,3.0,725.64
MT,202501,3.2,736.69
MT,202502,3.4,736.69
MT,202503,3.0,736.69
NE,199901,3.0,153.49
NE,199902,3.0,153.49
NE,199903,2.8,153.49
NE,199904,2.7,153.79
NE,199905,2.7,153.79
NE,199906,3.2,153.79
NE,199907,3.0,154.85
NE,199908,2.6,154.85
NE,199909,2.6,154.85
NE,199910,2.4,156.16
NE,199911,2.5,156.16
NE,199912,2.6,156.16
NE,200001,3.2,156.51
NE,200002,3.1,156.51
NE,200003,3.0,156.51
NE,200004,2.7,157.96
NE,200005,2.8,157.96
NE,200006,3.0,157.96
NE,200007,2.9,159.64
NE,200008,2.6,159.64
NE,200009,2.6,159.64
NE,200010,2.7,160.6
NE,200011,2.6,160.6
NE,200012,2.6,160.6
NE,200101,3.3,161.71
NE,200102,3.3,161.71
NE,200103,3.4,161.71
NE,200104,3.0,162.4
NE,200105,2.9,162.4
NE,200106,3.3,162.4
NE,200107,3.2,164.34
NE,200108,3.0,164.34
NE,200109,2.9,164.34
NE,200110,3.0,165.4
NE,200111,3.2,165.4
NE,200112,3.3,165.4
NE,200201,4.1,166.14
NE,200202,4.0,166.14
NE,200203,4.1,166.14
NE,200204,3.8,168.27
NE,200205,3.5,168.27
NE,200206,4.0,168.27
NE,200207,3.8,169.5
NE,200208,3.3,169.5
NE,200209,3.3,169.5
NE,200210,3.2,171.0
NE,200211,3.4,171.0
NE,200212,3.5,171.0
NE,200301,4.2,173.22
NE,200302,4.1,173.22
NE,200303,4.1,173.22
NE,200304,3.9,175.15
NE,200305,3.9,175.15
NE,200306,4.4,175.15
NE,200307,4.1,176.4
NE,200308,3.7,176.4
NE,200309,3.8,176.4
NE,200310,3.6,177.87
NE,200311,3.5,177.87
NE,200312,3.6,177.87
NE,200401,4.4,179.62
NE,200402,4.2,179.62
NE,200403,4.2,179.62
NE,200404,3.7,182.04
NE,200405,3.7,182.04
NE,200406,4.1,182.04
NE,200407,3.9,181.9
NE,200408,3.7,181.9
NE,200409,3.7,181.9
NE,200410,3.6,186.29
NE,200411,3.6,186.29
NE,200412,3.8,186.29
NE,200501,4.5,187.95
NE,200502,4.4,187.95
NE,200503,4.3,187.95
NE,200504,3.8,189.73
NE,200505,3.8,189.73
NE,200506,3.9,189.73
NE,200507,3.8,189.04
NE,200508,3.4,189.04
NE,200509,3.5,189.04
NE,200510,3.3,191.66
NE,200511,3.5,191.66
NE,200512,3.4,191.66
NE,200601,3.6,193.05
NE,200602,3.5,193.05
NE,200603,3.3,193.05
NE,200604,3.1,193.91
NE,200605,2.8,193.91
NE,200606,3.2,193.91
NE,200607,3.3,195.85
NE,200608,2.9,195.85
NE,200609,2.8,195.85
NE,200610,2.7,196.37
NE,200611,2.7,196.37
NE,200612,2.7,196.37
NE,200701,3.4,196.39
NE,200702,3.3,196.39
NE,200703,2.9,196.39
NE,200704,2.7,197.94
NE,200705,2.9,197.94
NE,200706,3.3,197.94
NE,200707,3.2,198.61
NE,200708,2.8,198.61
NE,200709,2.8,198.61
NE,200710,2.8,197.43
NE,200711,2.8,197.43
NE,200712,2.7,197.43
NE,200801,3.3,195.93
NE,200802,3.3,195.93
NE,200803,3.2,195.93
NE,200804,2.9,193.88
NE,200805,3.0,193.88
NE,200806,3.4,193.88
NE,200807,3.4,191.62
NE,200808,3.1,191.62
NE,200809,3.2,191.62
NE,200810,3.2,190.98
NE,200811,3.2,190.98
NE,200812,3.6,190.98
NE,200901,4.6,190.79
NE,200902,4.6,190.79
NE,200903,4.8,190.79
NE,200904,4.5,189.36
NE,200905,4.6,189.36
NE,200906,4.9,189.36
NE,200907,4.8,191.76
NE,200908,4.6,191.76
NE,200909,4.6,191.76
NE,200910,4.4,192.4
NE,200911,4.3,192.4
NE,200912,4.7,192.4
NE,201001,5.4,193.16
NE,201002,5.4,193.16
NE,201003,5.2,193.16
NE,201004,4.6,189.75
NE,201005,4.4,189.75
NE,201006,4.9,189.75
NE,201007,4.6,192.71
NE,201008,4.3,192.71
NE,201009,4.3,192.71
NE,201010,4.2,190.38
NE,201011,4.2,190.38
NE,201012,4.3,190.38
NE,201101,5.0,186.76
NE,201102,4.9,186.76
NE,201103,4.7,186.76
NE,201104,4.3,188.37
NE,201105,4.3,188.37
NE,201106,4.7,188.37
NE,201107,4.5,186.93
NE,201108,4.3,186.93
NE,201109,4.1,186.93
NE,201110,4.0,189.01
NE,201111,3.8,189.01
NE,201112,4.1,189.01
NE,201201,4.4,189.66
NE,201202,4.5,189.66
NE,201203,4.2,189.66
NE,201204,3.7,191.14
NE,201205,3.7,191.14
NE,201206,4.1,191.14
NE,201207,4.2,193.23
NE,201208,3.8,193.23
NE,201209,3.5,193.23
NE,201210,3.6,193.85
NE,201211,3.4,193.85
NE,201212,3.8,193.85
NE,201301,4.4,198.63
NE,201302,4.2,198.63
NE,201303,3.9,198.63
NE,201304,3.6,200.8
NE,201305,3.7,200.8
NE,201306,4.1,200.8
NE,201307,4.0,200.91
NE,201308,3.5,200.91
NE,201309,3.4,200.91
NE,201310,3.3,202.4
NE,201311,3.1,202.4
NE,201312,3.3,202.4
NE,201401,3.8,205.38
NE,201402,3.9,205.38
NE,201403,3.9,205.38
NE,201404,3.1,205.86
NE,201405,3.1,205.86
NE,201406,3.4,205.86
NE,201407,3.6,208.39
NE,201408,3.1,208.39
NE,201409,2.9,208.39
NE,201410,2.7,210.41
NE,201411,2.6,210.41
NE,201412,2.8,210.41
NE,201501,3.3,212.48
NE,201502,3.1,212.48
NE,201503,3.1,212.48
NE,201504,2.8,216.18
NE,201505,2.9,216.18
NE,201506,3.2,216.18
NE,201507,3.3,217.42
NE,201508,2.9,217.42
NE,201509,2.7,217.42
NE,201510,2.8,221.29
NE,201511,2.7,221.29
NE,201512,2.9,221.29
NE,201601,3.3,222.47
NE,201602,3.3,222.47
NE,201603,3.3,222.47
NE,201604,3.0,222.1
NE,201605,2.8,222.1
NE,201606,3.4,222.1
NE,201607,3.4,227.47
NE,201608,3.1,227.47
NE,201609,3.0,227.47
NE,201610,3.1,230.17
NE,201611,2.8,230.17
NE,201612,3.0,230.17
NE,201701,3.5,231.44
NE,201702,3.3,231.44
NE,201703,3.0,231.44
NE,201704,2.8,236.57
NE,201705,2.8,236.57
NE,201706,3.1,236.57
NE,201707,3.1,241.17
NE,201708,2.9,241.17
NE,201709,2.7,241.17
NE,201710,2.5,243.46
NE,201711,2.7,243.46
NE,201712,2.9,243.46
NE,201801,3.2,249.57
NE,201802,3.3,249.57
NE,201803,3.1,249.57
NE,201804,2.8,254.14
NE,201805,2.7,254.14
NE,201806,3.2,254.14
NE,201807,3.1,256.0
NE,201808,2.8,256.0
NE,201809,2.6,256.0
NE,201810,2.7,259.77
NE,201811,2.5,259.77
NE,201812,2.9,259.77
NE,201901,3.5,263.42
NE,201902,3.4,263.42
NE,201903,3.4,263.42
NE,201904,2.9,265.2
NE,201905,3.0,265.2
NE,201906,3.4,265.2
NE,201907,3.3,269.83
NE,201908,3.0,269.83
NE,201909,2.7,269.83
NE,201910,3.0,274.09
NE,201911,2.8,274.09
NE,201912,2.8,274.09
NE,202001,3.3,274.26
NE,202002,3.1,274.26
NE,202003,5.1,274.26
NE,202004,8.0,282.14
NE,202005,6.6,282.14
NE,202006,5.6,282.14
NE,202007,4.8,284.6
NE,202008,3.5,284.6
NE,202009,3.2,284.6
NE,202010,2.5,294.78
NE,202011,2.5,294.78
NE,202012,2.8,294.78
NE,202101,3.4,306.04
NE,202102,3.5,306.04
NE,202103,3.1,306.04
NE,202104,2.7,315.96
NE,202105,2.7,315.96
NE,202106,3.2,315.96
NE,202107,2.8,327.92
NE,202108,2.5,327.92
NE,202109,2.1,327.92
NE,202110,2.1,340.7
NE,202111,1.8,340.7
NE,202112,1.8,340.7
NE,202201,2.4,350.54
NE,202202,2.3,350.54
NE,202203,2.2,350.54
NE,202204,1.9,362.19
NE,202205,2.0,362.19
NE,202206,2.5,362.19
NE,202207,2.4,372.21
NE,202208,2.3,372.21
NE,202209,2.0,372.21
NE,202210,2.1,375.12
NE,202211,2.0,375.12
NE,202212,2.1,375.12
NE,202301,2.3,382.13
NE,202302,2.4,382.13
NE,202303,2.2,382.13
NE,202304,2.0,386.35
NE,202305,2.2,386.35
NE,202306,2.6,386.35
NE,202307,2.4,392.1
NE,202308,2.3,392.1
NE,202309,2.3,392.1
NE,202310,2.5,402.45
NE,202311,2.2,402.45
NE,202312,2.3,402.45
NE,202401,2.8,400.82
NE,202402,2.9,400.82
NE,202403,2.7,400.82
NE,202404,2.4,412.1
NE,202405,2.6,412.1
NE,202406,3.1,412.1
NE,202407,3.1,417.53
NE,202408,2.8,417.53
NE,202409,2.6,417.53
NE,202410,2.7,420.3
NE,202411,2.7,420.3
NE,202412,2.6,420.3
NE,202501,3.2,427.75
NE,202502,3.4,427.75
NE,202503,2.9,427.75
NV,199901,4.5,119.49
NV,199902,4.2,119.49
NV,199903,4.1,119.49
NV,199904,4.1,120.64
NV,199905,3.8,120.64
NV,199906,4.3,120.64
NV,199907,4.3,120.77
NV,199908,4.0,120.77
NV,199909,4.1,120.77
NV,199910,3.8,122.21
NV,199911,3.7,122.21
NV,199912,3.7,122.21
NV,200001,4.4,123.36
NV,200002,4.1,123.36
NV,200003,4.1,123.36
NV,200004,3.9,123.93
NV,200005,3.9,123.93
NV,200006,4.2,123.93
NV,200007,4.3,125.84
NV,200008,4.3,125.84
NV,200009,4.2,125.84
NV,200010,4.1,125.89
NV,200011,4.1,125.89
NV,200012,4.3,125.89
NV,200101,5.2,128.02
NV,200102,4.9,128.02
NV,200103,5.0,128.02
NV,200104,4.9,130.79
NV,200105,4.5,130.79
NV,200106,5.1,130.79
NV,200107,5.1,133.34
NV,200108,5.3,133.34
NV,200109,5.2,133.34
NV,200110,5.3,135.07
NV,200111,5.4,135.07
NV,200112,5.6,135.07
NV,200201,6.3,137.76
NV,200202,5.9,137.76
NV,200203,5.8,137.76
NV,200204,5.8,140.33
NV,200205,5.5,140.33
NV,200206,5.8,140.33
NV,200207,5.8,142.21
NV,200208,5.5,142.21
NV,200209,5.3,142.21
NV,200210,5.1,145.72
NV,200211,5.3,145.72
NV,200212,5.4,145.72
NV,200301,6.0,149.5
NV,200302,5.6,149.5
NV,200303,5.4,149.5
NV,200304,5.3,153.27
NV,200305,5.0,153.27
NV,200306,5.6,153.27
NV,200307,5.4,157.08
NV,200308,5.1,157.08
NV,200309,5.1,157.08
NV,200310,4.8,164.22
NV,200311,4.7,164.22
NV,200312,4.6,164.22
NV,200401,5.3,174.14
NV,200402,4.7,174.14
NV,200403,4.8,174.14
NV,200404,4.5,186.33
NV,200405,4.2,186.33
NV,200406,4.7,186.33
NV,200407,4.6,204.27
NV,200408,4.2,204.27
NV,200409,4.1,204.27
NV,200410,4.0,219.4
NV,200411,4.1,219.4
NV,200412,4.2,219.4
NV,200501,4.7,229.92
NV,200502,4.5,229.92
NV,200503,4.3,229.92
NV,200504,4.2,239.66
NV,200505,4.0,239.66
NV,200506,4.3,239.66
NV,200507,4.4,253.7
NV,200508,4.1,253.7
NV,200509,4.2,253.7
NV,200510,3.9,257.19
NV,200511,4.0,257.19
NV,200512,3.9,257.19
NV,200601,4.3,268.49
NV,200602,4.3,268.49
NV,200603,4.1,268.49
NV,200604,4.1,273.44
NV,200605,3.9,273.44
NV,200606,4.3,273.44
NV,200607,4.5,271.03
NV,200608,4.1,271.03
NV,200609,4.1,271.03
NV,200610,3.9,267.33
NV,200611,4.0,267.33
NV,200612,4.1,267.33
NV,200701,4.8,265.94
NV,200702,4.4,265.94
NV,200703,4.4,265.94
NV,200704,4.5,263.37
NV,200705,4.3,263.37
NV,200706,4.8,263.37
NV,200707,5.0,258.39
NV,200708,4.8,258.39
NV,200709,4.9,258.39
NV,200710,4.9,247.73
NV,200711,5.0,247.73
NV,200712,5.4,247.73
NV,200801,6.0,234.81
NV,200802,5.6,234.81
NV,200803,5.9,234.81
NV,200804,5.8,217.11
NV,200805,6.2,217.11
NV,200806,6.7,217.11
NV,200807,7.1,197.5
NV,200808,7.3,197.5
NV,200809,7.5,197.5
NV,200810,7.7,181.63
NV,200811,8.0,181.63
NV,200812,8.8,181.63
NV,200901,9.7,161.8
NV,200902,9.9,161.8
NV,200903,10.1,161.8
NV,200904,10.0,150.37
NV,200905,10.4,150.37
NV,200906,11.2,150.37
NV,200907,11.5,141.45
NV,200908,11.6,141.45
NV,200909,11.9,141.45
NV,200910,12.1,132.64
NV,200911,12.1,132.64
NV,200912,12.5,132.64
NV,201001,13.4,134.89
NV,201002,13.2,134.89
NV,201003,13.2,134.89
NV,201004,13.1,131.92
NV,201005,12.9,131.92
NV,201006,13.3,131.92
NV,201007,13.6,131.01
NV,201008,13.4,131.01
NV,201009,13.3,131.01
NV,201010,13.1,127.8
NV,201011,13.4,127.8
NV,201012,13.4,127.8
NV,201101,13.7,124.63
NV,201102,13.3,124.63
NV,201103,13.1,124.63
NV,201104,12.9,119.1
NV,201105,12.7,119.1
NV,201106,13.3,119.1
NV,201107,13.4,115.0
NV,201108,13.2,115.0
NV,201109,13.0,115.0
NV,201110,12.6,113.28
NV,201111,12.2,113.28
NV,201112,12.3,113.28
NV,201201,12.5,111.33
NV,201202,12.2,111.33
NV,201203,11.9,111.33
NV,201204,11.5,112.26
NV,201205,11.5,112.26
NV,201206,12.0,112.26
NV,201207,12.0,119.68
NV,201208,11.6,119.68
NV,201209,10.9,119.68
NV,201210,10.8,124.77
NV,201211,10.4,124.77
NV,201212,10.7,124.77
NV,201301,11.3,131.74
NV,201302,10.6,131.74
NV,201303,10.2,131.74
NV,201304,10.0,139.47
NV,201305,9.9,139.47
NV,201306,10.4,139.47
NV,201307,10.3,148.12
NV,201308,9.8,148.12
NV,201309,9.6,148.12
NV,201310,9.5,154.91
NV,201311,9.0,154.91
NV,201312,9.0,154.91
NV,201401,9.2,160.57
NV,201402,9.0,160.57
NV,201403,8.8,160.57
NV,201404,7.9,164.71
NV,201405,8.2,164.71
NV,201406,8.4,164.71
NV,201407,8.6,167.57
NV,201408,8.2,167.57
NV,201409,7.8,167.57
NV,201410,7.5,171.69
NV,201411,7.5,171.69
NV,201412,7.3,171.69
NV,201501,7.9,175.76
NV,201502,7.4,175.76
NV,201503,7.1,175.76
NV,201504,7.0,180.27
NV,201505,7.0,180.27
NV,201506,7.0,180.27
NV,201507,7.2,183.68
NV,201508,6.7,183.68
NV,201509,6.5,183.68
NV,201510,6.4,190.17
NV,201511,6.3,190.17
NV,201512,6.3,190.17
NV,201601,6.5,193.43
NV,201602,6.2,193.43
NV,201603,6.2,193.43
NV,201604,6.0,198.99
NV,201605,5.6,198.99
NV,201606,6.1,198.99
NV,201607,6.0,202.45
NV,201608,5.7,202.45
NV,201609,5.6,202.45
NV,201610,5.5,204.88
NV,201611,5.2,204.88
NV,201612,5.3,204.88
NV,201701,5.7,211.7
NV,201702,5.4,211.7
NV,201703,5.1,211.7
NV,201704,5.0,214.43
NV,201705,4.8,214.43
NV,201706,5.2,214.43
NV,201707,5.3,218.06
NV,201708,5.0,218.06
NV,201709,4.8,218.06
NV,201710,4.6,225.88
NV,201711,4.6,225.88
NV,201712,4.7,225.88
NV,201801,5.1,237.18
NV,201802,4.8,237.18
NV,201803,4.5,237.18
NV,201804,4.4,242.7
NV,201805,4.1,242.7
NV,201806,4.6,242.7
NV,201807,4.6,253.06
NV,201808,4.4,253.06
NV,201809,4.1,253.06
NV,201810,4.1,257.57
NV,201811,4.0,257.57
NV,201812,4.2,257.57
NV,201901,4.8,261.43
NV,201902,4.3,261.43
NV,201903,4.2,261.43
NV,201904,4.0,266.82
NV,201905,4.0,266.82
NV,201906,4.3,266.82
NV,201907,4.4,268.86
NV,201908,4.1,268.86
NV,201909,3.9,268.86
NV,201910,3.9,270.32
NV,201911,3.8,270.32
NV,201912,4.0,270.32
NV,202001,4.4,273.27
NV,202002,4.2,273.27
