Property State,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
NV,202003,7.6,273.27
NV,202004,30.1,278.8
NV,202005,25.0,278.8
NV,202006,19.2,278.8
NV,202007,17.3,280.16
NV,202008,13.8,280.16
NV,202009,12.8,280.16
NV,202010,10.6,289.81
NV,202011,9.8,289.81
NV,202012,9.5,289.81
NV,202101,9.2,302.43
NV,202102,8.5,302.43
NV,202103,7.9,302.43
NV,202104,7.6,314.71
NV,202105,7.0,314.71
NV,202106,7.4,314.71
NV,202107,7.0,335.21
NV,202108,6.4,335.21
NV,202109,5.6,335.21
NV,202110,5.3,359.08
NV,202111,5.0,359.08
NV,202112,4.8,359.08
NV,202201,5.6,373.5
NV,202202,5.3,373.5
NV,202203,5.0,373.5
NV,202204,5.0,392.5
NV,202205,5.1,392.5
NV,202206,5.5,392.5
NV,202207,5.4,405.39
NV,202208,5.4,405.39
NV,202209,5.1,405.39
NV,202210,5.1,390.68
NV,202211,5.1,390.68
NV,202212,4.9,390.68
NV,202301,5.4,384.79
NV,202302,5.3,384.79
NV,202303,5.0,384.79
NV,202304,4.8,375.99
NV,202305,5.1,375.99
NV,202306,5.2,375.99
NV,202307,5.3,383.35
NV,202308,5.3,383.35
NV,202309,5.2,383.35
NV,202310,5.2,395.01
NV,202311,4.9,395.01
NV,202312,5.0,395.01
NV,202401,5.4,399.49
NV,202402,5.4,399.49
NV,202403,5.3,399.49
NV,202404,5.2,409.09
NV,202405,5.3,409.09
NV,202406,5.8,409.09
NV,202407,6.1,411.04
NV,202408,5.9,411.04
NV,202409,5.5,411.04
NV,202410,5.6,411.48
NV,202411,5.7,411.48
NV,202412,5.6,411.48
NV,202501,5.9,426.08
NV,202502,5.7,426.08
NV,202503,5.4,426.08
NH,199901,3.4,113.73
NH,199902,3.4,113.73
NH,199903,3.2,113.73
NH,199904,2.8,116.0
NH,199905,2.5,116.0
NH,199906,2.6,116.0
NH,199907,2.6,120.22
NH,199908,2.4,120.22
NH,199909,2.3,120.22
NH,199910,2.4,122.02
NH,199911,2.6,122.02
NH,199912,2.5,122.02
NH,200001,3.3,125.32
NH,200002,3.3,125.32
NH,200003,3.1,125.32
NH,200004,2.7,130.64
NH,200005,2.6,130.64
NH,200006,2.7,130.64
NH,200007,2.7,134.54
NH,200008,2.6,134.54
NH,200009,2.2,134.54
NH,200010,2.1,138.91
NH,200011,2.2,138.91
NH,200012,2.4,138.91
NH,200101,3.4,146.02
NH,200102,3.4,146.02
NH,200103,3.6,146.02
NH,200104,3.3,149.38
NH,200105,2.9,149.38
NH,200106,3.3,149.38
NH,200107,3.4,154.28
NH,200108,3.7,154.28
NH,200109,3.4,154.28
NH,200110,3.4,159.95
NH,200111,3.7,159.95
NH,200112,3.6,159.95
NH,200201,4.6,163.64
NH,200202,4.6,163.64
NH,200203,4.7,163.64
NH,200204,4.5,166.97
NH,200205,4.3,166.97
NH,200206,4.6,166.97
NH,200207,4.5,173.45
NH,200208,4.6,173.45
NH,200209,4.3,173.45
NH,200210,4.3,180.48
NH,200211,4.5,180.48
NH,200212,4.4,180.48
NH,200301,5.0,184.56
NH,200302,4.8,184.56
NH,200303,4.7,184.56
NH,200304,4.4,189.31
NH,200305,4.2,189.31
NH,200306,4.6,189.31
NH,200307,4.5,193.8
NH,200308,4.5,193.8
NH,200309,4.3,193.8
NH,200310,4.1,197.67
NH,200311,4.2,197.67
NH,200312,3.9,197.67
NH,200401,4.6,203.76
NH,200402,4.5,203.76
NH,200403,4.5,203.76
NH,200404,4.0,209.11
NH,200405,3.8,209.11
NH,200406,3.9,209.11
NH,200407,3.8,213.13
NH,200408,3.6,213.13
NH,200409,3.3,213.13
NH,200410,3.1,215.9
NH,200411,3.3,215.9
NH,200412,3.3,215.9
NH,200501,4.1,223.53
NH,200502,4.3,223.53
NH,200503,4.0,223.53
NH,200504,3.6,228.22
NH,200505,3.5,228.22
NH,200506,3.6,228.22
NH,200507,3.6,231.22
NH,200508,3.5,231.22
NH,200509,3.6,231.22
NH,200510,3.3,235.86
NH,200511,3.5,235.86
NH,200512,3.2,235.86
NH,200601,3.8,237.45
NH,200602,4.0,237.45
NH,200603,3.8,237.45
NH,200604,3.4,237.05
NH,200605,3.2,237.05
NH,200606,3.4,237.05
NH,200607,3.6,235.91
NH,200608,3.5,235.91
NH,200609,3.3,235.91
NH,200610,3.1,233.38
NH,200611,3.5,233.38
NH,200612,3.4,233.38
NH,200701,4.3,229.23
NH,200702,4.2,229.23
NH,200703,4.0,229.23
NH,200704,3.7,231.24
NH,200705,3.4,231.24
NH,200706,3.6,231.24
NH,200707,3.5,230.4
NH,200708,3.3,230.4
NH,200709,3.1,230.4
NH,200710,2.9,226.42
NH,200711,3.1,226.42
NH,200712,3.2,226.42
NH,200801,3.9,220.92
NH,200802,3.9,220.92
NH,200803,3.9,220.92
NH,200804,3.4,217.81
NH,200805,3.5,217.81
NH,200806,3.6,217.81
NH,200807,3.7,213.55
NH,200808,3.8,213.55
NH,200809,3.7,213.55
NH,200810,3.6,209.39
NH,200811,3.9,209.39
NH,200812,4.2,209.39
NH,200901,5.5,203.39
NH,200902,5.9,203.39
NH,200903,6.0,203.39
NH,200904,5.7,208.14
NH,200905,5.8,208.14
NH,200906,6.1,208.14
NH,200907,6.2,203.59
NH,200908,6.3,203.59
NH,200909,6.4,203.59
NH,200910,6.2,198.16
NH,200911,6.2,198.16
NH,200912,6.4,198.16
NH,201001,7.3,199.78
NH,201002,7.1,199.78
NH,201003,6.8,199.78
NH,201004,6.1,195.47
NH,201005,5.8,195.47
NH,201006,5.8,195.47
NH,201007,5.9,195.18
NH,201008,5.8,195.18
NH,201009,5.5,195.18
NH,201010,5.4,196.95
NH,201011,5.7,196.95
NH,201012,5.5,196.95
NH,201101,6.2,193.46
NH,201102,6.0,193.46
NH,201103,5.7,193.46
NH,201104,5.3,187.82
NH,201105,5.3,187.82
NH,201106,5.6,187.82
NH,201107,5.6,186.25
NH,201108,5.5,186.25
NH,201109,5.4,186.25
NH,201110,5.1,186.55
NH,201111,5.0,186.55
NH,201112,5.1,186.55
NH,201201,5.8,189.35
NH,201202,5.8,189.35
NH,201203,5.6,189.35
NH,201204,5.1,185.3
NH,201205,5.2,185.3
NH,201206,5.6,185.3
NH,201207,5.8,185.85
NH,201208,5.7,185.85
NH,201209,5.3,185.85
NH,201210,5.2,185.89
NH,201211,5.2,185.89
NH,201212,5.4,185.89
NH,201301,6.3,187.78
NH,201302,5.9,187.78
NH,201303,5.7,187.78
NH,201304,5.2,189.33
NH,201305,5.1,189.33
NH,201306,5.2,189.33
NH,201307,5.2,193.99
NH,201308,5.1,193.99
NH,201309,5.0,193.99
NH,201310,5.0,194.2
NH,201311,4.8,194.2
NH,201312,4.6,194.2
NH,201401,5.1,194.46
NH,201402,5.1,194.46
NH,201403,5.0,194.46
NH,201404,4.3,198.44
NH,201405,4.3,198.44
NH,201406,4.2,198.44
NH,201407,4.4,197.84
NH,201408,4.3,197.84
NH,201409,3.9,197.84
NH,201410,3.6,201.51
NH,201411,3.8,201.51
NH,201412,3.6,201.51
NH,201501,4.4,200.92
NH,201502,4.2,200.92
NH,201503,4.0,200.92
NH,201504,3.5,207.04
NH,201505,3.5,207.04
NH,201506,3.4,207.04
NH,201507,3.4,207.51
NH,201508,3.1,207.51
NH,201509,2.9,207.51
NH,201510,2.9,210.71
NH,201511,2.9,210.71
NH,201512,2.7,210.71
NH,201601,3.3,212.06
NH,201602,3.2,212.06
NH,201603,3.2,212.06
NH,201604,2.9,212.75
NH,201605,2.7,212.75
NH,201606,2.9,212.75
NH,201607,2.9,217.71
NH,201608,2.9,217.71
NH,201609,2.6,217.71
NH,201610,2.5,218.75
NH,201611,2.6,218.75
NH,201612,2.7,218.75
NH,201701,3.4,221.49
NH,201702,3.5,221.49
NH,201703,3.2,221.49
NH,201704,2.8,230.24
NH,201705,2.7,230.24
NH,201706,2.7,230.24
NH,201707,2.7,229.7
NH,201708,2.8,229.7
NH,201709,2.6,229.7
NH,201710,2.4,233.31
NH,201711,2.5,233.31
NH,201712,2.4,233.31
NH,201801,3.2,237.96
NH,201802,3.2,237.96
NH,201803,3.1,237.96
NH,201804,2.8,240.47
NH,201805,2.5,240.47
NH,201806,2.7,240.47
NH,201807,2.7,242.72
NH,201808,2.5,242.72
NH,201809,2.2,242.72
NH,201810,2.1,246.75
NH,201811,2.2,246.75
NH,201812,2.3,246.75
NH,201901,3.2,251.69
NH,201902,3.0,251.69
NH,201903,3.0,251.69
NH,201904,2.5,253.36
NH,201905,2.4,253.36
NH,201906,2.5,253.36
NH,201907,2.6,258.16
NH,201908,2.6,258.16
NH,201909,2.3,258.16
NH,201910,2.2,261.67
NH,201911,2.2,261.67
NH,201912,2.2,261.67
NH,202001,3.0,265.36
NH,202002,2.9,265.36
NH,202003,3.2,265.36
NH,202004,15.8,272.06
NH,202005,11.9,272.06
NH,202006,9.5,272.06
NH,202007,8.4,273.02
NH,202008,6.5,273.02
NH,202009,6.0,273.02
NH,202010,4.8,288.47
NH,202011,4.6,288.47
NH,202012,4.4,288.47
NH,202101,4.7,303.96
NH,202102,4.6,303.96
NH,202103,4.4,303.96
NH,202104,3.9,316.87
NH,202105,3.5,316.87
NH,202106,3.8,316.87
NH,202107,3.6,332.44
NH,202108,3.3,332.44
NH,202109,2.9,332.44
NH,202110,2.5,347.79
NH,202111,2.4,347.79
NH,202112,2.1,347.79
NH,202201,3.0,360.54
NH,202202,2.7,360.54
NH,202203,2.5,360.54
NH,202204,2.2,380.05
NH,202205,2.1,380.05
NH,202206,2.3,380.05
NH,202207,2.4,387.54
NH,202208,2.7,387.54
NH,202209,2.4,387.54
NH,202210,2.4,388.38
NH,202211,2.4,388.38
NH,202212,2.2,388.38
NH,202301,2.8,395.11
NH,202302,2.7,395.11
NH,202303,2.4,395.11
NH,202304,1.9,402.78
NH,202305,2.0,402.78
NH,202306,2.1,402.78
NH,202307,2.2,415.26
NH,202308,2.4,415.26
NH,202309,2.2,415.26
NH,202310,2.0,426.59
NH,202311,2.1,426.59
NH,202312,2.0,426.59
NH,202401,2.6,432.91
NH,202402,2.8,432.91
NH,202403,2.7,432.91
NH,202404,2.3,441.17
NH,202405,2.1,441.17
NH,202406,2.5,441.17
NH,202407,2.8,448.89
NH,202408,2.8,448.89
NH,202409,2.4,448.89
NH,202410,2.5,457.59
NH,202411,2.9,457.59
NH,202412,2.8,457.59
NH,202501,3.3,464.57
NH,202502,3.6,464.57
NH,202503,3.5,464.57
NJ,199901,4.8,110.34
NJ,199902,4.9,110.34
NJ,199903,4.8,110.34
NJ,199904,4.5,112.11
NJ,199905,4.5,112.11
NJ,199906,4.9,112.11
NJ,199907,5.2,114.72
NJ,199908,4.4,114.72
NJ,199909,4.3,114.72
NJ,199910,3.8,117.32
NJ,199911,3.7,117.32
NJ,199912,3.5,117.32
NJ,200001,4.3,119.49
NJ,200002,4.3,119.49
NJ,200003,4.0,119.49
NJ,200004,3.3,122.71
NJ,200005,3.4,122.71
NJ,200006,3.4,122.71
NJ,200007,4.0,125.62
NJ,200008,3.7,125.62
NJ,200009,3.4,125.62
NJ,200010,3.3,128.53
NJ,200011,3.5,128.53
NJ,200012,3.4,128.53
NJ,200101,4.2,132.68
NJ,200102,4.2,132.68
NJ,200103,4.1,132.68
NJ,200104,3.6,136.51
NJ,200105,3.7,136.51
NJ,200106,4.1,136.51
NJ,200107,4.3,139.54
NJ,200108,4.3,139.54
NJ,200109,4.3,139.54
NJ,200110,4.4,144.54
NJ,200111,4.6,144.54
NJ,200112,4.9,144.54
NJ,200201,5.9,148.63
NJ,200202,6.0,148.63
NJ,200203,6.1,148.63
NJ,200204,5.7,153.16
NJ,200205,5.6,153.16
NJ,200206,5.9,153.16
NJ,200207,6.1,159.32
NJ,200208,5.6,159.32
NJ,200209,5.5,159.32
NJ,200210,5.5,165.65
NJ,200211,5.7,165.65
NJ,200212,5.7,165.65
NJ,200301,6.5,171.87
NJ,200302,6.4,171.87
NJ,200303,6.2,171.87
NJ,200304,5.7,175.93
NJ,200305,5.8,175.93
NJ,200306,6.2,175.93
NJ,200307,6.3,182.44
NJ,200308,5.8,182.44
NJ,200309,5.6,182.44
NJ,200310,5.3,187.84
NJ,200311,5.3,187.84
NJ,200312,4.9,187.84
NJ,200401,6.0,194.31
NJ,200402,5.7,194.31
NJ,200403,5.6,194.31
NJ,200404,5.0,200.96
NJ,200405,4.8,200.96
NJ,200406,5.1,200.96
NJ,200407,5.4,207.88
NJ,200408,4.7,207.88
NJ,200409,4.5,207.88
NJ,200410,4.2,215.18
NJ,200411,4.1,215.18
NJ,200412,4.0,215.18
NJ,200501,4.8,223.06
NJ,200502,5.1,223.06
NJ,200503,4.7,223.06
NJ,200504,4.1,230.43
NJ,200505,4.0,230.43
NJ,200506,4.3,230.43
NJ,200507,4.7,238.07
NJ,200508,4.3,238.07
NJ,200509,4.3,238.07
NJ,200510,4.0,246.57
NJ,200511,4.5,246.57
NJ,200512,4.5,246.57
NJ,200601,5.2,252.23
NJ,200602,5.4,252.23
NJ,200603,5.1,252.23
NJ,200604,4.8,255.55
NJ,200605,4.8,255.55
NJ,200606,4.8,255.55
NJ,200607,5.3,257.46
NJ,200608,4.7,257.46
NJ,200609,4.4,257.46
NJ,200610,3.8,255.9
NJ,200611,4.0,255.9
NJ,200612,3.8,255.9
NJ,200701,4.7,254.19
NJ,200702,4.6,254.19
NJ,200703,4.3,254.19
NJ,200704,3.9,255.48
NJ,200705,4.0,255.48
NJ,200706,4.2,255.48
NJ,200707,4.7,254.66
NJ,200708,4.1,254.66
NJ,200709,4.0,254.66
NJ,200710,3.8,250.87
NJ,200711,4.0,250.87
NJ,200712,4.2,250.87
NJ,200801,5.2,248.65
NJ,200802,5.1,248.65
NJ,200803,5.0,248.65
NJ,200804,4.5,243.49
NJ,200805,5.0,243.49
NJ,200806,5.2,243.49
NJ,200807,5.7,237.15
NJ,200808,5.7,237.15
NJ,200809,5.6,237.15
NJ,200810,5.6,231.87
NJ,200811,5.8,231.87
NJ,200812,6.4,231.87
NJ,200901,7.7,227.44
NJ,200902,8.3,227.44
NJ,200903,8.3,227.44
NJ,200904,7.9,225.91
NJ,200905,8.3,225.91
NJ,200906,8.9,225.91
NJ,200907,9.4,220.52
NJ,200908,9.3,220.52
NJ,200909,9.4,220.52
NJ,200910,9.5,218.52
NJ,200911,9.5,218.52
NJ,200912,9.7,218.52
NJ,201001,10.5,217.09
NJ,201002,10.5,217.09
NJ,201003,10.3,217.09
NJ,201004,9.7,218.41
NJ,201005,9.5,218.41
NJ,201006,9.6,218.41
NJ,201007,9.9,215.49
NJ,201008,9.5,215.49
NJ,201009,9.2,215.49
NJ,201010,9.0,213.01
NJ,201011,9.3,213.01
NJ,201012,9.2,213.01
NJ,201101,10.0,211.2
NJ,201102,10.0,211.2
NJ,201103,9.6,211.2
NJ,201104,9.1,207.06
NJ,201105,9.3,207.06
NJ,201106,9.6,207.06
NJ,201107,9.8,203.3
NJ,201108,9.4,203.3
NJ,201109,9.3,203.3
NJ,201110,9.0,201.84
NJ,201111,8.9,201.84
NJ,201112,8.9,201.84
NJ,201201,9.7,199.51
NJ,201202,9.9,199.51
NJ,201203,9.6,199.51
NJ,201204,9.1,198.25
NJ,201205,9.4,198.25
NJ,201206,9.8,198.25
NJ,201207,10.2,198.51
NJ,201208,9.7,198.51
NJ,201209,9.2,198.51
NJ,201210,9.1,198.63
NJ,201211,8.7,198.63
NJ,201212,9.0,198.63
NJ,201301,9.9,198.79
NJ,201302,9.5,198.79
NJ,201303,9.0,198.79
NJ,201304,8.4,199.94
NJ,201305,8.7,199.94
NJ,201306,8.9,199.94
NJ,201307,8.8,203.31
NJ,201308,8.3,203.31
NJ,201309,7.9,203.31
NJ,201310,7.6,203.81
NJ,201311,7.0,203.81
NJ,201312,6.8,203.81
NJ,201401,7.6,204.47
NJ,201402,7.6,204.47
NJ,201403,7.3,204.47
NJ,201404,6.2,205.16
NJ,201405,6.6,205.16
NJ,201406,6.6,205.16
NJ,201407,7.2,206.78
NJ,201408,6.9,206.78
NJ,201409,6.4,206.78
NJ,201410,6.1,207.06
NJ,201411,6.1,207.06
NJ,201412,5.8,207.06
NJ,201501,6.9,208.88
NJ,201502,6.7,208.88
NJ,201503,6.3,208.88
NJ,201504,5.8,210.79
NJ,201505,6.1,210.79
NJ,201506,6.0,210.79
NJ,201507,6.3,209.55
NJ,201508,5.5,209.55
NJ,201509,5.1,209.55
NJ,201510,4.8,211.14
NJ,201511,4.7,211.14
NJ,201512,4.5,211.14
NJ,201601,5.2,211.77
NJ,201602,5.3,211.77
NJ,201603,5.3,211.77
NJ,201604,4.9,212.32
NJ,201605,4.8,212.32
NJ,201606,5.1,212.32
NJ,201607,5.5,215.33
NJ,201608,5.2,215.33
NJ,201609,4.9,215.33
NJ,201610,4.6,216.57
NJ,201611,4.3,216.57
NJ,201612,4.3,216.57
NJ,201701,5.0,217.9
NJ,201702,5.0,217.9
NJ,201703,4.5,217.9
NJ,201704,4.1,218.01
NJ,201705,4.4,218.01
NJ,201706,4.5,218.01
NJ,201707,5.0,221.69
NJ,201708,4.8,221.69
NJ,201709,4.5,221.69
NJ,201710,4.2,225.37
NJ,201711,4.2,225.37
NJ,201712,4.0,225.37
NJ,201801,4.8,225.58
NJ,201802,4.9,225.58
NJ,201803,4.5,225.58
NJ,201804,3.9,230.1
NJ,201805,3.8,230.1
NJ,201806,4.3,230.1
NJ,201807,4.5,230.83
NJ,201808,4.0,230.83
NJ,201809,3.6,230.83
NJ,201810,3.3,232.24
NJ,201811,3.1,232.24
NJ,201812,3.4,232.24
NJ,201901,4.2,233.66
NJ,201902,4.0,233.66
NJ,201903,3.5,233.66
NJ,201904,2.8,235.83
NJ,201905,3.0,235.83
NJ,201906,3.2,235.83
NJ,201907,3.8,236.86
NJ,201908,3.6,236.86
NJ,201909,3.3,236.86
NJ,201910,3.3,240.13
NJ,201911,3.4,240.13
NJ,201912,3.6,240.13
NJ,202001,4.4,244.41
NJ,202002,4.3,244.41
NJ,202003,5.0,244.41
NJ,202004,14.4,249.96
NJ,202005,15.6,249.96
NJ,202006,14.6,249.96
NJ,202007,14.9,248.2
NJ,202008,13.0,248.2
NJ,202009,7.3,248.2
NJ,202010,6.6,261.18
NJ,202011,6.9,261.18
NJ,202012,6.9,261.18
NJ,202101,7.8,274.07
NJ,202102,7.8,274.07
NJ,202103,7.5,274.07
NJ,202104,6.9,285.16
NJ,202105,6.8,285.16
NJ,202106,7.5,285.16
NJ,202107,7.4,295.6
NJ,202108,6.9,295.6
NJ,202109,6.1,295.6
NJ,202110,5.5,304.4
NJ,202111,5.2,304.4
NJ,202112,5.1,304.4
NJ,202201,5.7,316.39
NJ,202202,5.1,316.39
NJ,202203,4.5,316.39
NJ,202204,3.8,327.98
NJ,202205,3.6,327.98
NJ,202206,3.7,327.98
NJ,202207,3.8,337.41
NJ,202208,3.3,337.41
NJ,202209,2.9,337.41
NJ,202210,3.1,342.0
NJ,202211,3.3,342.0
NJ,202212,3.4,342.0
NJ,202301,4.2,343.18
NJ,202302,4.4,343.18
NJ,202303,4.1,343.18
NJ,202304,3.6,350.08
NJ,202305,4.2,350.08
NJ,202306,4.5,350.08
NJ,202307,4.7,361.25
NJ,202308,4.7,361.25
NJ,202309,4.3,361.25
NJ,202310,4.2,373.49
NJ,202311,4.0,373.49
NJ,202312,4.1,373.49
NJ,202401,4.7,383.27
NJ,202402,4.9,383.27
NJ,202403,4.6,383.27
NJ,202404,4.0,392.46
NJ,202405,4.3,392.46
NJ,202406,4.7,392.46
NJ,202407,5.3,398.05
NJ,202408,5.0,398.05
NJ,202409,4.2,398.05
NJ,202410,4.2,404.66
NJ,202411,4.3,404.66
NJ,202412,4.2,404.66
NJ,202501,4.9,415.16
NJ,202502,5.0,415.16
NJ,202503,5.0,415.16
NM,199901,6.1,142.95
NM,199902,5.9,142.95
NM,199903,5.6,142.95
NM,199904,5.5,143.89
NM,199905,5.3,143.89
NM,199906,6.4,143.89
NM,199907,6.2,142.84
NM,199908,5.7,142.84
NM,199909,5.6,142.84
NM,199910,5.2,143.84
NM,199911,5.1,143.84
NM,199912,4.6,143.84
NM,200001,5.2,145.4
NM,200002,5.2,145.4
NM,200003,5.1,145.4
NM,200004,4.7,144.64
NM,200005,5.0,144.64
NM,200006,5.7,144.64
NM,200007,5.5,145.37
NM,200008,5.1,145.37
NM,200009,4.8,145.37
NM,200010,4.7,145.95
NM,200011,4.7,145.95
NM,200012,4.4,145.95
NM,200101,5.3,144.89
NM,200102,5.0,144.89
NM,200103,4.9,144.89
NM,200104,4.7,148.33
NM,200105,4.5,148.33
NM,200106,5.4,148.33
NM,200107,5.2,149.11
NM,200108,4.9,149.11
NM,200109,4.8,149.11
NM,200110,4.9,150.36
NM,200111,4.9,150.36
NM,200112,4.8,150.36
NM,200201,5.7,150.49
NM,200202,5.4,150.49
NM,200203,5.3,150.49
NM,200204,5.2,152.48
NM,200205,5.2,152.48
NM,200206,6.3,152.48
NM,200207,6.3,155.73
NM,200208,5.6,155.73
NM,200209,5.2,155.73
NM,200210,5.1,157.64
NM,200211,5.3,157.64
NM,200212,5.3,157.64
NM,200301,5.8,160.88
NM,200302,5.7,160.88
NM,200303,5.7,160.88
NM,200304,5.6,162.9
NM,200305,5.6,162.9
NM,200306,6.8,162.9
NM,200307,6.7,164.91
NM,200308,6.2,164.91
NM,200309,6.0,164.91
NM,200310,5.8,168.06
NM,200311,5.8,168.06
NM,200312,5.3,168.06
NM,200401,6.1,171.16
NM,200402,5.8,171.16
NM,200403,5.8,171.16
NM,200404,5.5,174.11
NM,200405,5.4,174.11
NM,200406,6.3,174.11
NM,200407,6.1,177.74
NM,200408,5.4,177.74
NM,200409,5.3,177.74
NM,200410,5.2,182.15
NM,200411,5.2,182.15
NM,200412,5.2,182.15
NM,200501,5.7,185.8
NM,200502,5.8,185.8
NM,200503,5.5,185.8
NM,200504,5.2,192.21
NM,200505,5.2,192.21
NM,200506,6.0,192.21
NM,200507,5.8,198.77
NM,200508,5.0,198.77
NM,200509,4.9,198.77
NM,200510,4.6,206.33
NM,200511,4.6,206.33
NM,200512,4.2,206.33
NM,200601,4.7,213.85
NM,200602,4.6,213.85
NM,200603,4.1,213.85
NM,200604,4.2,220.35
NM,200605,4.1,220.35
NM,200606,4.9,220.35
NM,200607,5.1,227.91
NM,200608,4.3,227.91
NM,200609,3.9,227.91
NM,200610,3.7,232.54
NM,200611,3.7,232.54
NM,200612,3.3,232.54
NM,200701,3.9,237.23
NM,200702,3.7,237.23
NM,200703,3.5,237.23
NM,200704,3.4,240.05
NM,200705,3.3,240.05
NM,200706,4.0,240.05
NM,200707,4.3,241.7
NM,200708,3.6,241.7
NM,200709,3.3,241.7
NM,200710,3.1,240.69
NM,200711,3.2,240.69
NM,200712,3.3,240.69
NM,200801,3.8,238.78
NM,200802,3.7,238.78
NM,200803,3.8,238.78
NM,200804,3.5,240.26
NM,200805,3.9,240.26
NM,200806,4.8,240.26
NM,200807,5.1,236.18
NM,200808,4.7,236.18
NM,200809,4.5,236.18
NM,200810,4.6,232.64
NM,200811,4.9,232.64
NM,200812,5.2,232.64
NM,200901,6.1,229.37
NM,200902,6.3,229.37
NM,200903,6.3,229.37
NM,200904,6.1,223.88
NM,200905,6.6,223.88
NM,200906,7.7,223.88
NM,200907,8.0,224.57
NM,200908,7.5,224.57
NM,200909,7.5,224.57
NM,200910,7.5,220.82
NM,200911,7.5,220.82
NM,200912,7.5,220.82
NM,201001,8.4,221.4
NM,201002,8.2,221.4
NM,201003,7.9,221.4
NM,201004,7.5,220.71
NM,201005,7.5,220.71
NM,201006,8.4,220.71
NM,201007,8.6,213.94
NM,201008,7.9,213.94
NM,201009,7.6,213.94
NM,201010,7.4,211.82
NM,201011,7.5,211.82
NM,201012,7.2,211.82
NM,201101,7.7,209.07
NM,201102,7.4,209.07
NM,201103,6.9,209.07
NM,201104,6.7,204.47
NM,201105,6.7,204.47
NM,201106,7.9,204.47
NM,201107,8.0,200.4
NM,201108,7.4,200.4
NM,201109,7.2,200.4
NM,201110,7.0,201.18
NM,201111,6.8,201.18
NM,201112,6.8,201.18
NM,201201,7.3,199.1
NM,201202,7.2,199.1
NM,201203,6.7,199.1
NM,201204,6.4,198.74
NM,201205,6.6,198.74
NM,201206,7.7,198.74
NM,201207,7.9,202.78
NM,201208,7.1,202.78
NM,201209,6.7,202.78
NM,201210,6.6,203.41
NM,201211,6.5,203.41
NM,201212,6.6,203.41
NM,201301,7.4,201.1
NM,201302,7.0,201.1
NM,201303,6.6,201.1
NM,201304,6.4,206.06
NM,201305,6.6,206.06
NM,201306,7.7,206.06
NM,201307,7.7,205.76
NM,201308,6.9,205.76
NM,201309,6.7,205.76
NM,201310,6.7,206.78
NM,201311,6.5,206.78
NM,201312,6.4,206.78
NM,201401,6.9,205.31
NM,201402,6.9,205.31
NM,201403,6.6,205.31
NM,201404,5.9,206.21
NM,201405,6.3,206.21
NM,201406,7.2,206.21
NM,201407,7.5,209.37
NM,201408,6.8,209.37
NM,201409,6.3,209.37
NM,201410,6.1,208.15
NM,201411,6.2,208.15
NM,201412,5.9,208.15
NM,201501,6.7,210.42
NM,201502,6.6,210.42
NM,201503,6.2,210.42
NM,201504,6.2,210.33
NM,201505,6.6,210.33
NM,201506,7.4,210.33
NM,201507,7.6,211.39
NM,201508,6.8,211.39
NM,201509,6.5,211.39
NM,201510,6.4,217.21
NM,201511,6.3,217.21
NM,201512,6.1,217.21
NM,201601,6.5,213.92
NM,201602,6.4,213.92
NM,201603,6.3,213.92
NM,201604,6.3,213.57
NM,201605,6.3,213.57
NM,201606,7.5,213.57
NM,201607,7.8,219.76
NM,201608,7.1,219.76
NM,201609,7.0,219.76
NM,201610,6.8,217.67
NM,201611,6.6,217.67
NM,201612,6.5,217.67
NM,201701,7.1,221.98
NM,201702,6.9,221.98
NM,201703,6.3,221.98
NM,201704,6.1,225.4
NM,201705,5.9,225.4
NM,201706,6.7,225.4
NM,201707,7.0,226.54
NM,201708,6.2,226.54
NM,201709,5.6,226.54
NM,201710,5.3,228.75
NM,201711,5.3,228.75
NM,201712,5.0,228.75
NM,201801,5.5,232.98
NM,201802,5.2,232.98
NM,201803,4.7,232.98
NM,201804,4.4,233.93
NM,201805,4.3,233.93
NM,201806,5.6,233.93
NM,201807,5.6,235.86
NM,201808,5.0,235.86
NM,201809,4.7,235.86
NM,201810,4.7,239.39
NM,201811,4.8,239.39
NM,201812,4.9,239.39
NM,201901,5.6,242.64
NM,201902,5.1,242.64
NM,201903,4.7,242.64
NM,201904,4.6,244.95
NM,201905,4.7,244.95
NM,201906,5.7,244.95
NM,201907,6.0,248.97
NM,201908,5.0,248.97
NM,201909,4.6,248.97
NM,201910,4.6,253.49
NM,201911,4.7,253.49
NM,201912,4.6,253.49
NM,202001,5.3,255.81
NM,202002,5.1,255.81
NM,202003,6.3,255.81
NM,202004,8.4,264.02
NM,202005,9.3,264.02
NM,202006,9.6,264.02
NM,202007,10.1,267.16
NM,202008,8.5,267.16
NM,202009,8.7,267.16
NM,202010,7.8,276.48
NM,202011,7.9,276.48
NM,202012,8.1,276.48
NM,202101,8.5,286.34
NM,202102,8.2,286.34
NM,202103,7.7,286.34
NM,202104,7.6,294.95
NM,202105,7.2,294.95
NM,202106,8.4,294.95
NM,202107,8.0,305.0
NM,202108,6.9,305.0
NM,202109,6.0,305.0
NM,202110,5.7,318.95
NM,202111,5.6,318.95
NM,202112,5.1,318.95
NM,202201,5.6,329.3
NM,202202,5.0,329.3
NM,202203,4.4,329.3
NM,202204,4.1,341.68
NM,202205,3.9,341.68
NM,202206,4.7,341.68
NM,202207,4.4,358.27
NM,202208,3.7,358.27
