State,YearMonth,UnemploymentRate
MN,200009,2.9
MN,200010,2.6
MN,200011,2.9
MN,200012,3.2
MN,200013,3.1
MN,200101,4.2
MN,200102,4.0
MN,200103,4.3
MN,200104,3.7
MN,200105,3.2
MN,200106,3.8
MN,200107,3.5
MN,200108,3.5
MN,200109,3.4
MN,200110,3.4
MN,200111,3.8
MN,200112,4.2
MN,200113,3.7
MN,200201,5.4
MN,200202,5.1
MN,200203,5.4
MN,200204,4.7
MN,200205,4.1
MN,200206,4.6
MN,200207,4.3
MN,200208,4.0
MN,200209,3.8
MN,200210,3.5
MN,200211,3.9
MN,200212,4.2
MN,200213,4.4
MN,200301,5.4
MN,200302,5.1
MN,200303,5.2
MN,200304,4.7
MN,200305,4.4
MN,200306,5.1
MN,200307,4.8
MN,200308,4.5
MN,200309,4.6
MN,200310,4.2
MN,200311,4.4
MN,200312,4.7
MN,200313,4.8
MN,200401,5.7
MN,200402,5.4
MN,200403,5.6
MN,200404,4.6
MN,200405,4.2
MN,200406,4.9
MN,200407,4.6
MN,200408,4.4
MN,200409,4.2
MN,200410,3.8
MN,200411,4.0
MN,200412,4.3
MN,200413,4.6
MN,200501,5.0
MN,200502,5.0
MN,200503,4.9
MN,200504,4.2
MN,200505,3.8
MN,200506,4.1
MN,200507,3.7
MN,200508,3.6
MN,200509,3.7
MN,200510,3.4
MN,200511,3.8
MN,200512,4.1
MN,200513,4.1
MN,200601,4.9
MN,200602,4.9
MN,200603,4.7
MN,200604,4.0
MN,200605,3.4
MN,200606,3.9
MN,200607,3.9
MN,200608,3.7
MN,200609,3.7
MN,200610,3.5
MN,200611,3.8
MN,200612,4.3
MN,200613,4.1
MN,200701,5.3
MN,200702,5.1
MN,200703,4.9
MN,200704,4.5
MN,200705,4.2
MN,200706,4.7
MN,200707,4.5
MN,200708,4.4
MN,200709,4.5
MN,200710,4.1
MN,200711,4.1
MN,200712,4.9
MN,200713,4.6
MN,200801,5.5
MN,200802,5.3
MN,200803,5.5
MN,200804,4.8
MN,200805,5.0
MN,200806,5.4
MN,200807,5.5
MN,200808,5.5
MN,200809,5.3
MN,200810,5.1
MN,200811,5.6
MN,200812,6.5
MN,200813,5.4
MN,200901,8.0
MN,200902,8.3
MN,200903,8.5
MN,200904,7.7
MN,200905,7.6
MN,200906,8.2
MN,200907,7.8
MN,200908,7.6
MN,200909,7.4
MN,200910,7.1
MN,200911,7.1
MN,200912,7.6
MN,200913,7.7
MN,201001,8.5
MN,201002,8.4
MN,201003,8.4
MN,201004,7.4
MN,201005,6.9
MN,201006,7.3
MN,201007,7.2
MN,201008,7.2
MN,201009,6.9
MN,201010,6.6
MN,201011,6.8
MN,201012,7.1
MN,201013,7.4
MN,201101,7.7
MN,201102,7.5
MN,201103,7.3
MN,201104,6.7
MN,201105,6.4
MN,201106,7.0
MN,201107,6.9
MN,201108,6.5
MN,201109,5.9
MN,201110,5.5
MN,201111,5.4
MN,201112,5.9
MN,201113,6.6
MN,201201,6.5
MN,201202,6.6
MN,201203,6.4
MN,201204,5.5
MN,201205,5.4
MN,201206,6.0
MN,201207,5.9
MN,201208,5.6
MN,201209,5.1
MN,201210,4.9
MN,201211,4.8
MN,201212,5.4
MN,201213,5.7
MN,201301,6.3
MN,201302,5.9
MN,201303,5.7
MN,201304,5.1
MN,201305,4.8
MN,201306,5.3
MN,201307,5.1
MN,201308,4.8
MN,201309,4.5
MN,201310,4.2
MN,201311,4.1
MN,201312,4.6
MN,201313,5.0
MN,201401,5.4
MN,201402,5.4
MN,201403,5.3
MN,201404,4.3
MN,201405,4.1
MN,201406,4.4
MN,201407,4.2
MN,201408,3.9
MN,201409,3.6
MN,201410,3.2
MN,201411,3.3
MN,201412,3.8
MN,201413,4.2
MN,201501,4.6
MN,201502,4.5
MN,201503,4.4
MN,201504,3.8
MN,201505,3.6
MN,201506,3.9
MN,201507,3.8
MN,201508,3.5
MN,201509,3.2
MN,201510,3.1
MN,201511,3.1
MN,201512,3.8
MN,201513,3.8
MN,201601,4.4
MN,201602,4.4
MN,201603,4.5
MN,201604,3.8
MN,201605,3.4
MN,201606,4.1
MN,201607,3.8
MN,201608,3.8
MN,201609,3.5
MN,201610,3.4
MN,201611,3.3
MN,201612,4.0
MN,201613,3.9
MN,201701,4.6
MN,201702,4.4
MN,201703,4.1
MN,201704,3.6
MN,201705,3.2
MN,201706,3.6
MN,201707,3.4
MN,201708,3.4
MN,201709,2.8
MN,201710,2.5
MN,201711,2.7
MN,201712,3.2
MN,201713,3.4
MN,201801,3.8
MN,201802,3.7
MN,201803,3.6
MN,201804,3.0
MN,201805,2.5
MN,201806,3.1
MN,201807,2.9
MN,201808,2.8
MN,201809,2.4
MN,201810,2.4
MN,201811,2.5
MN,201812,3.3
MN,201813,3.0
MN,201901,4.2
MN,201902,3.9
MN,201903,3.9
MN,201904,3.1
MN,201905,2.9
MN,201906,3.5
MN,201907,3.3
MN,201908,3.2
MN,201909,2.7
MN,201910,2.7
MN,201911,2.9
MN,201912,3.4
MN,201913,3.3
MN,202001,3.9
MN,202002,3.8
MN,202003,4.7
MN,202004,8.6
MN,202005,11.1
MN,202006,9.1
MN,202007,8.0
MN,202008,6.3
MN,202009,5.7
MN,202010,4.8
MN,202011,4.4
MN,202012,4.9
MN,202013,6.3
MN,202101,5.2
MN,202102,4.8
MN,202103,4.6
MN,202104,4.1
MN,202105,3.6
MN,202106,4.2
MN,202107,3.5
MN,202108,3.5
MN,202109,3.0
MN,202110,2.6
MN,202111,2.4
MN,202112,2.7
MN,202113,3.7
MN,202201,3.4
MN,202202,3.1
MN,202203,2.9
MN,202204,2.2
MN,202205,2.0
MN,202206,2.6
MN,202207,2.3
MN,202208,2.4
MN,202209,2.0
MN,202210,2.0
MN,202211,2.2
MN,202212,2.8
MN,202213,2.5
MN,202301,3.3
MN,202302,3.5
MN,202303,3.2
MN,202304,2.8
MN,202305,2.7
MN,202306,3.1
MN,202307,2.9
MN,202308,2.9
MN,202309,2.4
MN,202310,2.3
MN,202311,2.0
MN,202312,2.6
MN,202313,2.8
MN,202401,3.4
MN,202402,3.6
MN,202403,3.4
MN,202404,2.8
MN,202405,2.8
MN,202406,3.6
MN,202407,3.5
MN,202408,3.3
MN,202409,2.5
MN,202410,2.3
MN,202411,2.4
MN,202412,2.6
MN,202413,3.0
MN,202501,3.6
MN,202502,3.9
MN,202503,3.9
MS,197601,7.6
MS,197602,7.0
MS,197603,6.1
MS,197604,5.4
MS,197605,5.6
MS,197606,7.9
MS,197607,7.1
MS,197608,6.6
MS,197609,6.4
MS,197610,5.9
MS,197611,6.3
MS,197612,6.2
MS,197613,6.5
MS,197701,6.9
MS,197702,7.2
MS,197703,6.8
MS,197704,6.4
MS,197705,6.9
MS,197706,9.1
MS,197707,7.8
MS,197708,7.7
MS,197709,7.3
MS,197710,6.8
MS,197711,6.9
MS,197712,6.4
MS,197713,7.2
MS,197801,7.4
MS,197802,6.8
MS,197803,6.7
MS,197804,6.5
MS,197805,6.7
MS,197806,8.3
MS,197807,7.7
MS,197808,7.0
MS,197809,6.5
MS,197810,5.8
MS,197811,5.7
MS,197812,5.9
MS,197813,6.8
MS,197901,6.2
MS,197902,5.7
MS,197903,5.5
MS,197904,5.0
MS,197905,4.9
MS,197906,7.1
MS,197907,5.8
MS,197908,5.8
MS,197909,5.9
MS,197910,5.5
MS,197911,5.5
MS,197912,5.4
MS,197913,5.7
MS,198001,6.7
MS,198002,6.3
MS,198003,6.2
MS,198004,6.2
MS,198005,7.2
MS,198006,8.9
MS,198007,8.1
MS,198008,8.0
MS,198009,7.4
MS,198010,7.6
MS,198011,7.5
MS,198012,7.5
MS,198013,7.3
MS,198101,8.5
MS,198102,8.3
MS,198103,8.1
MS,198104,7.5
MS,198105,8.0
MS,198106,9.6
MS,198107,8.7
MS,198108,8.7
MS,198109,8.6
MS,198110,8.4
MS,198111,8.9
MS,198112,9.0
MS,198113,8.5
MS,198201,10.1
MS,198202,10.3
MS,198203,9.9
MS,198204,10.1
MS,198205,10.6
MS,198206,12.2
MS,198207,11.5
MS,198208,11.6
MS,198209,11.4
MS,198210,11.2
MS,198211,11.2
MS,198212,11.5
MS,198213,11.0
MS,198301,13.0
MS,198302,13.0
MS,198303,12.4
MS,198304,12.1
MS,198305,12.5
MS,198306,13.9
MS,198307,12.2
MS,198308,12.0
MS,198309,11.5
MS,198310,10.8
MS,198311,10.4
MS,198312,10.4
MS,198313,12.0
MS,198401,11.4
MS,198402,11.0
MS,198403,10.6
MS,198404,10.3
MS,198405,10.3
MS,198406,11.6
MS,198407,11.3
MS,198408,11.2
MS,198409,10.6
MS,198410,10.1
MS,198411,9.8
MS,198412,9.8
MS,198413,10.7
MS,198501,10.8
MS,198502,10.5
MS,198503,10.4
MS,198504,10.0
MS,198505,10.0
MS,198506,11.5
MS,198507,11.0
MS,198508,10.4
MS,198509,10.4
MS,198510,10.0
MS,198511,9.8
MS,198512,10.2
MS,198513,10.4
MS,198601,10.8
MS,198602,11.3
MS,198603,11.2
MS,198604,11.1
MS,198605,11.6
MS,198606,12.8
MS,198607,11.9
MS,198608,11.6
MS,198609,11.4
MS,198610,11.1
MS,198611,11.1
MS,198612,10.8
MS,198613,11.4
MS,198701,11.9
MS,198702,11.3
MS,198703,10.8
MS,198704,9.8
MS,198705,10.2
MS,198706,11.0
MS,198707,10.3
MS,198708,9.9
MS,198709,9.4
MS,198710,9.2
MS,198711,8.8
MS,198712,8.4
MS,198713,10.1
MS,198801,9.2
MS,198802,8.8
MS,198803,8.2
MS,198804,7.6
MS,198805,8.4
MS,198806,9.3
MS,198807,8.8
MS,198808,8.6
MS,198809,8.5
MS,198810,8.2
MS,198811,8.4
MS,198812,8.1
MS,198813,8.5
MS,198901,9.2
MS,198902,8.3
MS,198903,7.8
MS,198904,7.8
MS,198905,8.0
MS,198906,9.0
MS,198907,7.9
MS,198908,7.5
MS,198909,7.5
MS,198910,7.1
MS,198911,7.2
MS,198912,6.9
MS,198913,7.9
MS,199001,8.0
MS,199002,7.8
MS,199003,7.0
MS,199004,7.1
MS,199005,7.1
MS,199006,8.1
MS,199007,7.8
MS,199008,7.7
MS,199009,7.4
MS,199010,7.2
MS,199011,7.6
MS,199012,7.8
MS,199013,7.6
MS,199101,8.7
MS,199102,8.9
MS,199103,8.7
MS,199104,8.0
MS,199105,8.9
MS,199106,9.7
MS,199107,8.8
MS,199108,8.4
MS,199109,7.8
MS,199110,7.3
MS,199111,7.3
MS,199112,7.7
MS,199113,8.3
MS,199201,8.7
MS,199202,8.6
MS,199203,8.1
MS,199204,7.5
MS,199205,8.2
MS,199206,9.6
MS,199207,8.6
MS,199208,8.2
MS,199209,7.6
MS,199210,7.1
MS,199211,6.8
MS,199212,6.9
MS,199213,8.0
MS,199301,7.7
MS,199302,7.4
MS,199303,6.9
MS,199304,6.6
MS,199305,6.9
MS,199306,7.9
MS,199307,7.0
MS,199308,6.6
MS,199309,6.3
MS,199310,6.1
MS,199311,5.7
MS,199312,5.8
MS,199313,6.7
MS,199401,7.1
MS,199402,6.8
MS,199403,6.4
MS,199404,6.1
MS,199405,6.3
MS,199406,7.3
MS,199407,6.7
MS,199408,6.4
MS,199409,5.7
MS,199410,5.7
MS,199411,5.7
MS,199412,5.5
MS,199413,6.3
MS,199501,6.7
MS,199502,5.8
MS,199503,5.8
MS,199504,5.8
MS,199505,6.2
MS,199506,7.3
MS,199507,6.8
MS,199508,6.6
MS,199509,6.2
MS,199510,5.7
MS,199511,5.7
MS,199512,5.7
MS,199513,6.2
MS,199601,6.7
MS,199602,6.2
MS,199603,6.0
MS,199604,5.8
MS,199605,6.3
MS,199606,6.8
MS,199607,6.4
MS,199608,5.8
MS,199609,5.5
MS,199610,5.5
MS,199611,5.4
MS,199612,5.4
MS,199613,6.0
MS,199701,6.4
MS,199702,6.0
MS,199703,5.8
MS,199704,5.1
MS,199705,5.6
MS,199706,6.7
MS,199707,6.1
MS,199708,6.0
MS,199709,5.8
MS,199710,5.4
MS,199711,4.9
MS,199712,4.8
MS,199713,5.7
MS,199801,5.9
MS,199802,5.4
MS,199803,5.5
MS,199804,4.6
MS,199805,5.2
MS,199806,6.1
MS,199807,5.8
MS,199808,5.4
MS,199809,5.2
MS,199810,4.9
MS,199811,4.5
MS,199812,4.6
MS,199813,5.2
MS,199901,5.4
MS,199902,4.9
MS,199903,4.9
MS,199904,4.4
MS,199905,4.9
MS,199906,5.9
MS,199907,5.6
MS,199908,5.2
MS,199909,5.2
MS,199910,5.0
MS,199911,4.7
MS,199912,5.0
MS,199913,5.1
MS,200001,5.9
MS,200002,5.6
MS,200003,5.5
MS,200004,4.8
MS,200005,5.6
MS,200006,6.3
MS,200007,5.8
MS,200008,5.4
MS,200009,4.9
MS,200010,4.8
MS,200011,4.8
MS,200012,4.5
MS,200013,5.3
MS,200101,5.3
MS,200102,5.0
MS,200103,5.2
MS,200104,4.6
MS,200105,4.9
MS,200106,5.9
MS,200107,5.6
MS,200108,5.7
MS,200109,5.5
MS,200110,5.7
MS,200111,5.9
MS,200112,6.1
MS,200113,5.5
MS,200201,6.9
MS,200202,6.4
MS,200203,6.4
MS,200204,6.1
MS,200205,6.3
MS,200206,7.3
MS,200207,6.8
MS,200208,6.3
MS,200209,5.9
MS,200210,6.1
MS,200211,6.1
MS,200212,6.2
MS,200213,6.4
MS,200301,6.8
MS,200302,6.2
MS,200303,6.1
MS,200304,5.8
MS,200305,6.2
MS,200306,7.5
MS,200307,6.7
MS,200308,6.1
MS,200309,5.7
MS,200310,5.7
MS,200311,5.3
MS,200312,5.3
MS,200313,6.1
MS,200401,6.2
MS,200402,5.6
MS,200403,5.4
MS,200404,5.2
MS,200405,6.0
MS,200406,7.0
MS,200407,6.7
MS,200408,6.3
MS,200409,6.2
MS,200410,6.4
MS,200411,6.3
MS,200412,6.5
MS,200413,6.2
MS,200501,7.1
MS,200502,6.9
MS,200503,6.7
MS,200504,6.4
MS,200505,7.1
MS,200506,8.1
MS,200507,7.6
MS,200508,7.4
MS,200509,10.3
MS,200510,8.6
MS,200511,8.6
MS,200512,7.1
MS,200513,7.7
MS,200601,7.0
MS,200602,6.7
MS,200603,5.7
MS,200604,5.7
MS,200605,6.1
MS,200606,7.1
MS,200607,7.2
MS,200608,6.4
MS,200609,6.2
MS,200610,5.8
MS,200611,6.0
MS,200612,6.1
MS,200613,6.4
MS,200701,6.6
MS,200702,6.4
MS,200703,6.0
MS,200704,5.8
MS,200705,5.9
MS,200706,7.0
MS,200707,6.9
MS,200708,6.0
MS,200709,6.0
MS,200710,5.6
MS,200711,5.5
MS,200712,6.0
MS,200713,6.1
MS,200801,6.4
MS,200802,5.9
MS,200803,6.0
MS,200804,5.5
MS,200805,6.6
MS,200806,7.5
MS,200807,7.6
MS,200808,7.2
MS,200809,6.9
MS,200810,6.7
MS,200811,6.7
MS,200812,7.3
MS,200813,6.7
MS,200901,8.5
MS,200902,8.5
MS,200903,8.5
MS,200904,8.3
MS,200905,9.1
MS,200906,9.9
MS,200907,9.8
MS,200908,9.6
MS,200909,9.5
MS,200910,9.6
MS,200911,9.5
MS,200912,10.1
MS,200913,9.2
MS,201001,11.1
MS,201002,10.6
MS,201003,10.3
MS,201004,9.6
MS,201005,10.1
MS,201006,10.8
MS,201007,10.8
MS,201008,9.8
MS,201009,9.8
MS,201010,9.4
MS,201011,9.8
MS,201012,9.8
MS,201013,10.1
MS,201101,10.2
MS,201102,10.0
MS,201103,9.6
MS,201104,9.2
MS,201105,9.8
MS,201106,11.0
MS,201107,10.6
MS,201108,10.0
MS,201109,9.8
MS,201110,9.4
MS,201111,8.9
MS,201112,8.9
MS,201113,9.8
MS,201201,9.5
MS,201202,9.1
MS,201203,8.6
MS,201204,8.1
MS,201205,8.7
MS,201206,9.8
MS,201207,9.8
MS,201208,9.0
MS,201209,8.6
MS,201210,8.3
MS,201211,7.8
MS,201212,8.4
MS,201213,8.8
MS,201301,9.5
MS,201302,8.8
MS,201303,8.2
MS,201304,7.8
MS,201305,8.6
MS,201306,9.7
MS,201307,9.1
MS,201308,8.7
MS,201309,8.4
MS,201310,8.1
MS,201311,7.7
MS,201312,7.5
MS,201313,8.5
MS,201401,8.4
MS,201402,8.1
MS,201403,7.9
MS,201404,6.9
MS,201405,7.8
MS,201406,8.6
MS,201407,8.5
MS,201408,7.8
MS,201409,7.3
MS,201410,6.9
MS,201411,6.5
MS,201412,6.6
MS,201413,7.6
MS,201501,7.2
MS,201502,6.5
MS,201503,6.2
MS,201504,5.9
MS,201505,6.8
MS,201506,7.3
MS,201507,7.1
MS,201508,6.4
MS,201509,6.1
MS,201510,6.0
MS,201511,6.0
MS,201512,6.3
MS,201513,6.5
MS,201601,6.4
MS,201602,5.9
MS,201603,5.8
MS,201604,5.4
MS,201605,5.9
MS,201606,7.0
MS,201607,6.7
MS,201608,6.1
MS,201609,5.9
MS,201610,5.6
MS,201611,5.3
MS,201612,5.4
MS,201613,6.0
MS,201701,6.1
MS,201702,5.2
MS,201703,5.2
MS,201704,4.7
MS,201705,5.3
MS,201706,6.2
MS,201707,6.0
MS,201708,5.4
MS,201709,4.8
MS,201710,4.4
MS,201711,4.6
MS,201712,4.5
MS,201713,5.2
MS,201801,4.9
MS,201802,5.0
MS,201803,4.6
MS,201804,4.4
MS,201805,4.7
MS,201806,6.0
MS,201807,5.6
MS,201808,5.1
MS,201809,4.7
MS,201810,4.5
MS,201811,4.5
MS,201812,5.1
MS,201813,4.9
MS,201901,5.7
MS,201902,5.3
MS,201903,5.2
MS,201904,4.8
MS,201905,5.1
MS,201906,6.6
MS,201907,6.6
MS,201908,5.9
MS,201909,5.4
MS,201910,5.0
MS,201911,5.1
MS,201912,5.0
MS,201913,5.5
MS,202001,5.5
MS,202002,5.2
MS,202003,6.7
MS,202004,14.8
MS,202005,11.5
MS,202006,10.2
MS,202007,9.2
MS,202008,7.3
MS,202009,7.1
MS,202010,6.2
MS,202011,6.1
MS,202012,6.2
MS,202013,7.9
MS,202101,6.6
MS,202102,6.4
MS,202103,6.2
MS,202104,5.6
MS,202105,5.8
MS,202106,6.9
MS,202107,6.2
MS,202108,5.5
MS,202109,4.6
MS,202110,4.1
MS,202111,3.6
MS,202112,3.5
MS,202113,5.4
MS,202201,4.6
MS,202202,4.1
MS,202203,3.4
MS,202204,3.3
MS,202205,3.6
MS,202206,4.6
MS,202207,4.4
MS,202208,4.0
MS,202209,3.7
MS,202210,3.3
MS,202211,3.3
MS,202212,3.1
MS,202213,3.8
MS,202301,3.5
MS,202302,3.2
MS,202303,3.0
MS,202304,2.5
MS,202305,3.0
MS,202306,4.0
MS,202307,3.7
MS,202308,3.5
MS,202309,2.9
MS,202310,2.7
MS,202311,2.4
MS,202312,2.5
MS,202313,3.1
MS,202401,3.1
MS,202402,2.7
MS,202403,2.5
MS,202404,2.0
MS,202405,2.9
MS,202406,3.9
MS,202407,3.7
MS,202408,3.5
MS,202409,3.3
MS,202410,3.3
MS,202411,3.4
MS,202412,3.5
MS,202413,3.2
MS,202501,3.7
MS,202502,4.1
MS,202503,4.0
MO,197601,6.9
MO,197602,7.0
MO,197603,6.2
MO,197604,5.6
MO,197605,5.1
MO,197606,6.4
MO,197607,6.3
MO,197608,6.6
MO,197609,6.2
MO,197610,5.7
MO,197611,6.1
MO,197612,6.6
MO,197613,6.2
MO,197701,7.2
MO,197702,7.3
MO,197703,6.4
MO,197704,5.3
MO,197705,5.3
MO,197706,6.7
MO,197707,6.1
MO,197708,6.5
MO,197709,5.4
MO,197710,5.2
MO,197711,5.2
MO,197712,5.4
MO,197713,6.0
MO,197801,6.4
MO,197802,6.6
MO,197803,5.8
MO,197804,4.6
MO,197805,4.1
MO,197806,5.0
MO,197807,5.0
MO,197808,5.0
MO,197809,4.3
MO,197810,3.7
MO,197811,4.1
MO,197812,4.2
MO,197813,4.9
MO,197901,4.7
MO,197902,5.2
MO,197903,4.6
MO,197904,4.0
MO,197905,4.0
MO,197906,4.8
MO,197907,4.5
MO,197908,5.5
MO,197909,4.7
MO,197910,4.5
MO,197911,4.9
MO,197912,5.5
MO,197913,4.8
MO,198001,6.6
MO,198002,7.0
MO,198003,6.6
MO,198004,6.5
MO,198005,7.0
MO,198006,7.9
MO,198007,7.7
MO,198008,8.0
MO,198009,7.1
MO,198010,7.0
MO,198011,7.2
MO,198012,7.4
MO,198013,7.2
MO,198101,8.6
MO,198102,8.7
MO,198103,7.9
MO,198104,7.1
MO,198105,7.2
MO,198106,7.6
MO,198107,6.8
MO,198108,7.4
MO,198109,7.3
MO,198110,7.4
MO,198111,8.0
MO,198112,8.5
MO,198113,7.7
MO,198201,9.4
MO,198202,9.7
MO,198203,9.1
MO,198204,8.5
MO,198205,8.5
MO,198206,9.2
MO,198207,9.0
MO,198208,9.3
MO,198209,9.1
MO,198210,9.0
MO,198211,10.0
MO,198212,10.5
MO,198213,9.3
MO,198301,11.2
MO,198302,11.5
MO,198303,11.0
MO,198304,10.2
MO,198305,10.0
MO,198306,10.3
MO,198307,9.6
MO,198308,9.6
MO,198309,9.0
MO,198310,8.6
MO,198311,8.6
MO,198312,8.7
MO,198313,9.9
MO,198401,9.4
MO,198402,9.2
MO,198403,8.4
MO,198404,7.6
MO,198405,7.0
MO,198406,7.0
MO,198407,6.7
MO,198408,7.1
MO,198409,6.3
MO,198410,6.0
MO,198411,6.3
MO,198412,6.8
MO,198413,7.3
MO,198501,7.8
MO,198502,7.8
MO,198503,7.3
MO,198504,6.7
MO,198505,6.6
MO,198506,6.8
MO,198507,6.5
MO,198508,6.5
MO,198509,6.1
MO,198510,5.8
MO,198511,5.9
MO,198512,6.1
MO,198513,6.6
MO,198601,6.8
MO,198602,7.3
MO,198603,6.8
MO,198604,6.0
MO,198605,6.4
MO,198606,6.8
MO,198607,6.4
MO,198608,6.4
MO,198609,6.2
MO,198610,5.8
MO,198611,6.0
MO,198612,5.9
MO,198613,6.4
MO,198701,7.3
MO,198702,7.4
MO,198703,7.0
MO,198704,6.3
MO,198705,6.3
MO,198706,6.5
MO,198707,6.4
MO,198708,6.3
MO,198709,5.6
MO,198710,5.5
MO,198711,5.6
MO,198712,5.3
MO,198713,6.3
MO,198801,6.1
MO,198802,6.2
MO,198803,5.8
MO,198804,5.3
MO,198805,5.7
MO,198806,5.9
MO,198807,5.8
MO,198808,5.9
MO,198809,5.3
MO,198810,5.1
MO,198811,5.5
MO,198812,5.6
MO,198813,5.7
MO,198901,6.5
MO,198902,6.3
MO,198903,5.7
MO,198904,5.2
MO,198905,5.2
MO,198906,5.8
MO,198907,5.5
MO,198908,5.4
MO,198909,5.2
MO,198910,4.9
MO,198911,5.3
MO,198912,5.4
MO,198913,5.5
MO,199001,6.4
MO,199002,6.4
MO,199003,5.9
MO,199004,5.4
MO,199005,5.2
MO,199006,5.4
MO,199007,5.7
MO,199008,6.1
MO,199009,5.9
MO,199010,5.7
MO,199011,6.2
MO,199012,6.5
MO,199013,5.9
MO,199101,7.4
MO,199102,7.8
MO,199103,7.3
MO,199104,6.5
MO,199105,6.7
MO,199106,6.9
MO,199107,6.4
MO,199108,6.4
MO,199109,5.9
MO,199110,5.7
MO,199111,5.7
MO,199112,6.0
MO,199113,6.6
MO,199201,7.0
MO,199202,7.0
MO,199203,6.6
MO,199204,5.9
MO,199205,6.2
MO,199206,6.6
MO,199207,6.1
MO,199208,6.0
MO,199209,5.6
MO,199210,5.2
MO,199211,5.4
MO,199212,5.7
MO,199213,6.1
MO,199301,6.9
MO,199302,7.1
MO,199303,6.7
MO,199304,6.1
MO,199305,6.2
MO,199306,6.6
MO,199307,6.2
MO,199308,6.1
MO,199309,5.6
MO,199310,5.5
MO,199311,5.4
MO,199312,5.4
MO,199313,6.1
MO,199401,6.5
MO,199402,6.3
MO,199403,6.0
MO,199404,5.1
MO,199405,4.8
MO,199406,5.1
MO,199407,4.9
MO,199408,5.0
MO,199409,4.5
MO,199410,4.3
MO,199411,4.4
MO,199412,4.6
MO,199413,5.1
MO,199501,5.7
MO,199502,5.6
MO,199503,5.4
MO,199504,5.0
MO,199505,4.9
MO,199506,5.1
MO,199507,5.1
MO,199508,4.8
MO,199509,4.4
MO,199510,3.8
MO,199511,3.9
MO,199512,4.1
MO,199513,4.8
MO,199601,5.2
MO,199602,5.2
MO,199603,5.2
MO,199604,4.7
MO,199605,4.8
MO,199606,4.8
MO,199607,5.0
MO,199608,4.6
MO,199609,4.2
MO,199610,4.1
MO,199611,4.5
MO,199612,4.6
MO,199613,4.7
MO,199701,5.5
MO,199702,5.3
MO,199703,4.8
MO,199704,4.2
MO,199705,4.1
MO,199706,4.4
MO,199707,4.3
MO,199708,4.2
MO,199709,4.1
MO,199710,3.8
MO,199711,3.8
MO,199712,4.1
MO,199713,4.4
MO,199801,5.0
MO,199802,5.0
MO,199803,5.0
MO,199804,4.1
MO,199805,4.1
MO,199806,4.4
MO,199807,4.4
MO,199808,4.0
MO,199809,3.4
MO,199810,3.3
MO,199811,3.2
MO,199812,3.1
MO,199813,4.1
MO,199901,3.7
MO,199902,3.8
MO,199903,3.6
MO,199904,3.3
MO,199905,3.2
MO,199906,3.8
MO,199907,3.6
MO,199908,3.2
MO,199909,2.8
MO,199910,2.3
MO,199911,2.7
MO,199912,2.7
MO,199913,3.2
MO,200001,3.4
MO,200002,3.6
MO,200003,3.7
MO,200004,2.8
MO,200005,3.2
MO,200006,3.3
MO,200007,3.4
MO,200008,3.5
MO,200009,3.4
MO,200010,3.3
MO,200011,3.4
MO,200012,3.7
MO,200013,3.4
MO,200101,4.8
MO,200102,4.9
MO,200103,4.7
MO,200104,4.1
MO,200105,4.0
MO,200106,4.6
MO,200107,4.5
MO,200108,4.6
MO,200109,4.2
MO,200110,4.4
MO,200111,4.7
MO,200112,4.8
MO,200113,4.5
MO,200201,5.9
MO,200202,5.8
MO,200203,5.9
MO,200204,5.2
MO,200205,5.0
MO,200206,5.7
MO,200207,5.6
MO,200208,5.2
MO,200209,4.8
MO,200210,4.7
MO,200211,5.0
MO,200212,5.1
MO,200213,5.3
MO,200301,6.1
MO,200302,5.9
MO,200303,5.9
MO,200304,5.4
MO,200305,5.6
MO,200306,6.3
MO,200307,6.0
MO,200308,5.8
MO,200309,5.5
MO,200310,5.1
MO,200311,5.2
MO,200312,5.2
MO,200313,5.7
MO,200401,6.1
MO,200402,6.1
MO,200403,6.1
MO,200404,5.3
MO,200405,5.6
MO,200406,6.2
MO,200407,6.3
MO,200408,6.0
MO,200409,5.6
MO,200410,5.5
MO,200411,5.7
MO,200412,5.7
MO,200413,5.9
MO,200501,6.5
MO,200502,6.6
MO,200503,6.2
MO,200504,5.4
MO,200505,5.4
MO,200506,5.6
MO,200507,5.5
MO,200508,4.9
MO,200509,4.8
MO,200510,4.7
MO,200511,5.1
MO,200512,4.8
MO,200513,5.4
MO,200601,5.3
MO,200602,5.5
MO,200603,5.1
MO,200604,4.5
MO,200605,4.5
MO,200606,4.9
MO,200607,5.1
MO,200608,5.0
MO,200609,4.7
MO,200610,4.5
MO,200611,4.6
MO,200612,4.6
MO,200613,4.9
MO,200701,5.4
MO,200702,5.5
MO,200703,5.0
MO,200704,4.5
MO,200705,4.7
MO,200706,5.2
MO,200707,5.4
MO,200708,5.2
MO,200709,5.1
MO,200710,5.0
MO,200711,4.9
MO,200712,5.3
MO,200713,5.1
MO,200801,6.0
MO,200802,5.8
MO,200803,5.9
MO,200804,4.9
MO,200805,5.7
MO,200806,5.9
MO,200807,6.4
MO,200808,6.5
MO,200809,6.1
MO,200810,6.2
MO,200811,6.7
MO,200812,7.4
MO,200813,6.1
MO,200901,8.8
MO,200902,9.2
MO,200903,9.2
MO,200904,8.3
MO,200905,9.0
MO,200906,9.4
MO,200907,9.5
MO,200908,9.4
MO,200909,9.1
