State,YearMonth,UnemploymentRate
AZ,198404,4.6
AZ,198405,4.2
AZ,198406,4.8
AZ,198407,4.7
AZ,198408,5.1
AZ,198409,4.9
AZ,198410,5.2
AZ,198411,4.7
AZ,198412,5.1
AZ,198413,5.0
AZ,198501,6.4
AZ,198502,5.8
AZ,198503,5.7
AZ,198504,5.7
AZ,198505,6.1
AZ,198506,7.2
AZ,198507,7.4
AZ,198508,6.8
AZ,198509,6.7
AZ,198510,6.6
AZ,198511,5.9
AZ,198512,5.9
AZ,198513,6.4
AZ,198601,6.3
AZ,198602,6.5
AZ,198603,6.4
AZ,198604,6.4
AZ,198605,6.5
AZ,198606,7.7
AZ,198607,7.7
AZ,198608,7.6
AZ,198609,7.7
AZ,198610,7.5
AZ,198611,7.2
AZ,198612,6.7
AZ,198613,7.0
AZ,198701,7.7
AZ,198702,7.1
AZ,198703,6.7
AZ,198704,6.2
AZ,198705,6.2
AZ,198706,6.8
AZ,198707,6.7
AZ,198708,6.4
AZ,198709,6.4
AZ,198710,6.2
AZ,198711,5.9
AZ,198712,5.7
AZ,198713,6.5
AZ,198801,6.5
AZ,198802,6.1
AZ,198803,6.0
AZ,198804,6.0
AZ,198805,6.5
AZ,198806,6.9
AZ,198807,7.1
AZ,198808,7.1
AZ,198809,6.7
AZ,198810,6.4
AZ,198811,5.9
AZ,198812,5.7
AZ,198813,6.4
AZ,198901,6.2
AZ,198902,5.4
AZ,198903,5.0
AZ,198904,5.1
AZ,198905,4.9
AZ,198906,5.9
AZ,198907,5.9
AZ,198908,5.6
AZ,198909,5.4
AZ,198910,4.6
AZ,198911,4.6
AZ,198912,4.3
AZ,198913,5.2
AZ,199001,5.4
AZ,199002,5.2
AZ,199003,5.0
AZ,199004,5.1
AZ,199005,5.2
AZ,199006,5.6
AZ,199007,5.9
AZ,199008,5.7
AZ,199009,5.4
AZ,199010,5.0
AZ,199011,5.0
AZ,199012,4.7
AZ,199013,5.3
AZ,199101,5.1
AZ,199102,4.9
AZ,199103,4.6
AZ,199104,4.4
AZ,199105,5.0
AZ,199106,6.1
AZ,199107,6.2
AZ,199108,6.5
AZ,199109,6.6
AZ,199110,6.7
AZ,199111,6.7
AZ,199112,7.0
AZ,199113,5.8
AZ,199201,8.1
AZ,199202,7.8
AZ,199203,7.7
AZ,199204,7.2
AZ,199205,7.4
AZ,199206,8.2
AZ,199207,8.1
AZ,199208,7.8
AZ,199209,7.6
AZ,199210,7.1
AZ,199211,7.1
AZ,199212,6.8
AZ,199213,7.6
AZ,199301,7.4
AZ,199302,6.8
AZ,199303,6.5
AZ,199304,6.3
AZ,199305,5.9
AZ,199306,6.6
AZ,199307,6.5
AZ,199308,6.4
AZ,199309,6.2
AZ,199310,6.1
AZ,199311,5.7
AZ,199312,5.6
AZ,199313,6.3
AZ,199401,6.4
AZ,199402,6.1
AZ,199403,6.1
AZ,199404,5.9
AZ,199405,5.9
AZ,199406,6.8
AZ,199407,6.8
AZ,199408,6.9
AZ,199409,6.6
AZ,199410,6.1
AZ,199411,5.6
AZ,199412,5.2
AZ,199413,6.2
AZ,199501,5.8
AZ,199502,5.0
AZ,199503,5.2
AZ,199504,5.3
AZ,199505,5.2
AZ,199506,5.7
AZ,199507,5.9
AZ,199508,5.8
AZ,199509,5.5
AZ,199510,5.0
AZ,199511,4.8
AZ,199512,4.6
AZ,199513,5.3
AZ,199601,5.5
AZ,199602,5.0
AZ,199603,5.1
AZ,199604,5.0
AZ,199605,5.5
AZ,199606,5.8
AZ,199607,6.3
AZ,199608,6.0
AZ,199609,5.9
AZ,199610,5.5
AZ,199611,5.2
AZ,199612,4.9
AZ,199613,5.5
AZ,199701,5.5
AZ,199702,5.1
AZ,199703,4.7
AZ,199704,4.4
AZ,199705,4.4
AZ,199706,4.9
AZ,199707,4.9
AZ,199708,4.9
AZ,199709,4.6
AZ,199710,4.2
AZ,199711,4.0
AZ,199712,3.8
AZ,199713,4.6
AZ,199801,4.4
AZ,199802,4.2
AZ,199803,4.3
AZ,199804,3.9
AZ,199805,3.9
AZ,199806,4.6
AZ,199807,4.7
AZ,199808,4.7
AZ,199809,4.5
AZ,199810,4.1
AZ,199811,3.9
AZ,199812,3.9
AZ,199813,4.3
AZ,199901,4.5
AZ,199902,4.4
AZ,199903,4.3
AZ,199904,4.5
AZ,199905,4.5
AZ,199906,5.0
AZ,199907,5.2
AZ,199908,4.9
AZ,199909,4.6
AZ,199910,4.2
AZ,199911,3.9
AZ,199912,3.8
AZ,199913,4.5
AZ,200001,4.3
AZ,200002,3.9
AZ,200003,3.8
AZ,200004,3.5
AZ,200005,3.8
AZ,200006,4.3
AZ,200007,4.5
AZ,200008,4.5
AZ,200009,4.0
AZ,200010,3.8
AZ,200011,3.6
AZ,200012,3.5
AZ,200013,4.0
AZ,200101,4.2
AZ,200102,3.9
AZ,200103,4.1
AZ,200104,4.0
AZ,200105,4.0
AZ,200106,4.8
AZ,200107,4.8
AZ,200108,5.3
AZ,200109,5.2
AZ,200110,5.4
AZ,200111,5.4
AZ,200112,5.6
AZ,200113,4.7
AZ,200201,6.3
AZ,200202,6.0
AZ,200203,6.0
AZ,200204,6.0
AZ,200205,6.0
AZ,200206,6.7
AZ,200207,6.8
AZ,200208,6.6
AZ,200209,6.1
AZ,200210,6.0
AZ,200211,6.0
AZ,200212,5.7
AZ,200213,6.2
AZ,200301,6.1
AZ,200302,5.8
AZ,200303,5.7
AZ,200304,5.6
AZ,200305,5.7
AZ,200306,6.5
AZ,200307,6.4
AZ,200308,6.2
AZ,200309,5.8
AZ,200310,5.4
AZ,200311,5.1
AZ,200312,5.0
AZ,200313,5.8
AZ,200401,5.6
AZ,200402,5.2
AZ,200403,5.1
AZ,200404,5.0
AZ,200405,4.9
AZ,200406,5.4
AZ,200407,5.3
AZ,200408,5.1
AZ,200409,4.9
AZ,200410,4.6
AZ,200411,4.4
AZ,200412,4.1
AZ,200413,5.0
AZ,200501,4.6
AZ,200502,4.5
AZ,200503,4.5
AZ,200504,4.5
AZ,200505,4.5
AZ,200506,4.9
AZ,200507,5.1
AZ,200508,4.9
AZ,200509,4.9
AZ,200510,4.6
AZ,200511,4.5
AZ,200512,4.2
AZ,200513,4.6
AZ,200601,4.5
AZ,200602,4.2
AZ,200603,4.0
AZ,200604,4.1
AZ,200605,4.1
AZ,200606,4.7
AZ,200607,5.0
AZ,200608,4.6
AZ,200609,4.3
AZ,200610,4.0
AZ,200611,3.9
AZ,200612,3.7
AZ,200613,4.3
AZ,200701,4.1
AZ,200702,3.7
AZ,200703,3.4
AZ,200704,3.4
AZ,200705,3.2
AZ,200706,3.7
AZ,200707,4.0
AZ,200708,3.8
AZ,200709,3.7
AZ,200710,3.7
AZ,200711,3.8
AZ,200712,4.1
AZ,200713,3.7
AZ,200801,4.4
AZ,200802,4.1
AZ,200803,4.2
AZ,200804,4.2
AZ,200805,5.0
AZ,200806,5.8
AZ,200807,6.4
AZ,200808,6.8
AZ,200809,6.7
AZ,200810,6.8
AZ,200811,7.0
AZ,200812,7.5
AZ,200813,5.8
AZ,200901,8.4
AZ,200902,8.6
AZ,200903,8.9
AZ,200904,8.8
AZ,200905,9.3
AZ,200906,10.2
AZ,200907,10.6
AZ,200908,10.5
AZ,200909,10.5
AZ,200910,10.4
AZ,200911,10.1
AZ,200912,10.2
AZ,200913,9.7
AZ,201001,10.9
AZ,201002,10.7
AZ,201003,10.4
AZ,201004,10.1
AZ,201005,10.2
AZ,201006,10.6
AZ,201007,10.9
AZ,201008,10.7
AZ,201009,10.3
AZ,201010,10.0
AZ,201011,10.0
AZ,201012,9.6
AZ,201013,10.4
AZ,201101,10.2
AZ,201102,9.7
AZ,201103,9.3
AZ,201104,9.1
AZ,201105,9.0
AZ,201106,10.4
AZ,201107,10.3
AZ,201108,9.9
AZ,201109,9.5
AZ,201110,9.3
AZ,201111,8.6
AZ,201112,8.6
AZ,201113,9.5
AZ,201201,8.9
AZ,201202,8.6
AZ,201203,8.2
AZ,201204,7.9
AZ,201205,8.3
AZ,201206,8.9
AZ,201207,9.3
AZ,201208,8.8
AZ,201209,8.2
AZ,201210,8.1
AZ,201211,7.7
AZ,201212,7.9
AZ,201213,8.4
AZ,201301,8.4
AZ,201302,7.9
AZ,201303,7.6
AZ,201304,7.5
AZ,201305,7.7
AZ,201306,8.5
AZ,201307,8.5
AZ,201308,8.3
AZ,201309,7.9
AZ,201310,7.7
AZ,201311,7.1
AZ,201312,7.0
AZ,201313,7.8
AZ,201401,7.2
AZ,201402,7.0
AZ,201403,6.9
AZ,201404,6.2
AZ,201405,6.7
AZ,201406,7.2
AZ,201407,7.5
AZ,201408,7.3
AZ,201409,6.8
AZ,201410,6.6
AZ,201411,6.4
AZ,201412,6.1
AZ,201413,6.8
AZ,201501,6.5
AZ,201502,6.1
AZ,201503,5.8
AZ,201504,5.9
AZ,201505,6.0
AZ,201506,6.5
AZ,201507,6.8
AZ,201508,6.5
AZ,201509,6.1
AZ,201510,6.0
AZ,201511,5.7
AZ,201512,5.5
AZ,201513,6.1
AZ,201601,5.6
AZ,201602,5.4
AZ,201603,5.3
AZ,201604,5.4
AZ,201605,5.3
AZ,201606,5.9
AZ,201607,6.0
AZ,201608,5.8
AZ,201609,5.6
AZ,201610,5.4
AZ,201611,5.0
AZ,201612,5.0
AZ,201613,5.5
AZ,201701,5.3
AZ,201702,5.1
AZ,201703,4.8
AZ,201704,4.7
AZ,201705,4.8
AZ,201706,5.3
AZ,201707,5.4
AZ,201708,5.3
AZ,201709,4.9
AZ,201710,4.6
AZ,201711,4.6
AZ,201712,4.6
AZ,201713,5.0
AZ,201801,5.0
AZ,201802,4.8
AZ,201803,4.5
AZ,201804,4.5
AZ,201805,4.4
AZ,201806,5.2
AZ,201807,5.2
AZ,201808,5.1
AZ,201809,4.8
AZ,201810,4.7
AZ,201811,4.6
AZ,201812,4.9
AZ,201813,4.8
AZ,201901,5.3
AZ,201902,4.8
AZ,201903,4.7
AZ,201904,4.5
AZ,201905,4.7
AZ,201906,5.2
AZ,201907,5.4
AZ,201908,5.1
AZ,201909,4.6
AZ,201910,4.6
AZ,201911,4.4
AZ,201912,4.3
AZ,201913,4.8
AZ,202001,4.7
AZ,202002,4.5
AZ,202003,5.3
AZ,202004,13.2
AZ,202005,11.2
AZ,202006,10.2
AZ,202007,9.9
AZ,202008,8.1
AZ,202009,7.5
AZ,202010,6.6
AZ,202011,6.3
AZ,202012,6.3
AZ,202013,7.8
AZ,202101,6.4
AZ,202102,6.2
AZ,202103,5.7
AZ,202104,5.6
AZ,202105,5.5
AZ,202106,6.0
AZ,202107,5.4
AZ,202108,4.9
AZ,202109,4.3
AZ,202110,3.8
AZ,202111,3.4
AZ,202112,3.1
AZ,202113,5.0
AZ,202201,3.8
AZ,202202,3.6
AZ,202203,3.3
AZ,202204,3.4
AZ,202205,3.6
AZ,202206,4.2
AZ,202207,4.2
AZ,202208,4.3
AZ,202209,3.9
AZ,202210,3.8
AZ,202211,3.5
AZ,202212,3.3
AZ,202213,3.8
AZ,202301,3.5
AZ,202302,3.5
AZ,202303,3.4
AZ,202304,3.3
AZ,202305,3.7
AZ,202306,4.1
AZ,202307,4.2
AZ,202308,4.2
AZ,202309,3.9
AZ,202310,3.8
AZ,202311,3.4
AZ,202312,3.2
AZ,202313,3.7
AZ,202401,3.4
AZ,202402,3.3
AZ,202403,3.0
AZ,202404,2.9
AZ,202405,3.3
AZ,202406,4.0
AZ,202407,4.3
AZ,202408,4.2
AZ,202409,3.8
AZ,202410,3.8
AZ,202411,3.7
AZ,202412,3.5
AZ,202413,3.6
AZ,202501,3.9
AZ,202502,3.9
AZ,202503,4.0
AR,197601,8.7
AR,197602,8.4
AR,197603,7.5
AR,197604,6.8
AR,197605,6.3
AR,197606,7.2
AR,197607,7.2
AR,197608,6.8
AR,197609,6.1
AR,197610,5.5
AR,197611,5.9
AR,197612,6.5
AR,197613,6.9
AR,197701,7.7
AR,197702,7.7
AR,197703,6.9
AR,197704,6.0
AR,197705,5.8
AR,197706,6.9
AR,197707,6.8
AR,197708,6.4
AR,197709,6.0
AR,197710,5.4
AR,197711,5.8
AR,197712,6.2
AR,197713,6.5
AR,197801,7.5
AR,197802,7.0
AR,197803,6.4
AR,197804,5.5
AR,197805,5.5
AR,197806,6.4
AR,197807,6.8
AR,197808,6.0
AR,197809,6.0
AR,197810,5.5
AR,197811,5.8
AR,197812,6.3
AR,197813,6.2
AR,197901,7.3
AR,197902,7.2
AR,197903,6.5
AR,197904,5.9
AR,197905,5.7
AR,197906,6.7
AR,197907,6.8
AR,197908,6.4
AR,197909,5.9
AR,197910,5.4
AR,197911,5.5
AR,197912,5.8
AR,197913,6.3
AR,198001,7.2
AR,198002,7.2
AR,198003,6.6
AR,198004,6.9
AR,198005,7.5
AR,198006,8.2
AR,198007,8.6
AR,198008,7.9
AR,198009,7.5
AR,198010,7.5
AR,198011,7.5
AR,198012,7.9
AR,198013,7.5
AR,198101,9.2
AR,198102,9.1
AR,198103,8.6
AR,198104,8.0
AR,198105,8.4
AR,198106,9.0
AR,198107,8.8
AR,198108,8.4
AR,198109,8.0
AR,198110,7.9
AR,198111,8.5
AR,198112,9.2
AR,198113,8.6
AR,198201,10.3
AR,198202,10.1
AR,198203,9.5
AR,198204,9.0
AR,198205,9.1
AR,198206,9.6
AR,198207,9.7
AR,198208,9.2
AR,198209,8.9
AR,198210,8.8
AR,198211,9.3
AR,198212,10.2
AR,198213,9.5
AR,198301,11.2
AR,198302,11.0
AR,198303,10.3
AR,198304,9.7
AR,198305,9.8
AR,198306,10.3
AR,198307,9.9
AR,198308,9.5
AR,198309,9.2
AR,198310,8.6
AR,198311,8.4
AR,198312,8.9
AR,198313,9.7
AR,198401,9.9
AR,198402,9.4
AR,198403,8.9
AR,198404,8.6
AR,198405,8.4
AR,198406,8.6
AR,198407,8.7
AR,198408,8.2
AR,198409,7.9
AR,198410,7.8
AR,198411,7.7
AR,198412,8.2
AR,198413,8.5
AR,198501,9.4
AR,198502,9.2
AR,198503,8.6
AR,198504,8.2
AR,198505,8.2
AR,198506,8.8
AR,198507,9.0
AR,198508,8.2
AR,198509,8.1
AR,198510,7.8
AR,198511,7.9
AR,198512,8.3
AR,198513,8.5
AR,198601,9.1
AR,198602,9.6
AR,198603,8.8
AR,198604,8.4
AR,198605,8.4
AR,198606,8.9
AR,198607,8.7
AR,198608,8.0
AR,198609,8.1
AR,198610,7.9
AR,198611,8.2
AR,198612,8.3
AR,198613,8.5
AR,198701,9.4
AR,198702,9.2
AR,198703,8.7
AR,198704,7.9
AR,198705,8.1
AR,198706,8.3
AR,198707,8.2
AR,198708,7.7
AR,198709,7.6
AR,198710,7.3
AR,198711,7.4
AR,198712,7.6
AR,198713,8.1
AR,198801,8.8
AR,198802,8.6
AR,198803,8.0
AR,198804,7.4
AR,198805,7.9
AR,198806,7.8
AR,198807,7.8
AR,198808,7.6
AR,198809,7.3
AR,198810,6.7
AR,198811,6.9
AR,198812,7.3
AR,198813,7.7
AR,198901,8.4
AR,198902,8.0
AR,198903,7.3
AR,198904,7.2
AR,198905,7.1
AR,198906,7.4
AR,198907,7.2
AR,198908,6.5
AR,198909,6.4
AR,198910,6.0
AR,198911,6.4
AR,198912,6.7
AR,198913,7.0
AR,199001,7.5
AR,199002,7.5
AR,199003,6.9
AR,199004,6.6
AR,199005,6.6
AR,199006,6.7
AR,199007,7.0
AR,199008,6.6
AR,199009,6.6
AR,199010,6.2
AR,199011,6.7
AR,199012,7.2
AR,199013,6.8
AR,199101,8.3
AR,199102,8.3
AR,199103,7.8
AR,199104,7.1
AR,199105,7.4
AR,199106,7.6
AR,199107,7.5
AR,199108,6.9
AR,199109,6.7
AR,199110,6.3
AR,199111,6.6
AR,199112,7.2
AR,199113,7.3
AR,199201,8.4
AR,199202,8.2
AR,199203,7.3
AR,199204,6.8
AR,199205,6.9
AR,199206,7.5
AR,199207,7.4
AR,199208,6.8
AR,199209,6.5
AR,199210,5.9
AR,199211,6.1
AR,199212,6.4
AR,199213,7.0
AR,199301,7.4
AR,199302,7.0
AR,199303,6.4
AR,199304,6.0
AR,199305,6.1
AR,199306,6.5
AR,199307,6.4
AR,199308,5.8
AR,199309,5.6
AR,199310,5.3
AR,199311,5.3
AR,199312,5.6
AR,199313,6.1
AR,199401,6.7
AR,199402,6.4
AR,199403,6.0
AR,199404,5.5
AR,199405,5.3
AR,199406,5.8
AR,199407,5.9
AR,199408,5.3
AR,199409,4.9
AR,199410,4.5
AR,199411,4.5
AR,199412,4.7
AR,199413,5.4
AR,199501,5.7
AR,199502,5.5
AR,199503,4.9
AR,199504,4.7
AR,199505,4.5
AR,199506,5.0
AR,199507,5.3
AR,199508,4.8
AR,199509,4.6
AR,199510,4.2
AR,199511,4.4
AR,199512,4.7
AR,199513,4.9
AR,199601,5.9
AR,199602,5.6
AR,199603,5.3
AR,199604,4.9
AR,199605,5.1
AR,199606,5.4
AR,199607,5.7
AR,199608,5.0
AR,199609,4.9
AR,199610,4.6
AR,199611,4.8
AR,199612,5.0
AR,199613,5.2
AR,199701,6.0
AR,199702,5.8
AR,199703,5.3
AR,199704,4.7
AR,199705,4.8
AR,199706,5.5
AR,199707,5.6
AR,199708,5.1
AR,199709,4.9
AR,199710,4.4
AR,199711,4.4
AR,199712,4.9
AR,199713,5.1
AR,199801,5.9
AR,199802,5.6
AR,199803,5.5
AR,199804,4.7
AR,199805,4.8
AR,199806,5.3
AR,199807,5.4
AR,199808,5.0
AR,199809,4.9
AR,199810,4.5
AR,199811,4.4
AR,199812,4.7
AR,199813,5.0
AR,199901,5.4
AR,199902,5.2
AR,199903,4.6
AR,199904,4.3
AR,199905,4.3
AR,199906,4.9
AR,199907,5.0
AR,199908,4.4
AR,199909,4.3
AR,199910,3.8
AR,199911,3.9
AR,199912,4.1
AR,199913,4.5
AR,200001,4.9
AR,200002,4.9
AR,200003,4.5
AR,200004,3.8
AR,200005,4.1
AR,200006,4.3
AR,200007,4.5
AR,200008,4.2
AR,200009,3.8
AR,200010,3.4
AR,200011,3.7
AR,200012,3.9
AR,200013,4.2
AR,200101,5.0
AR,200102,4.9
AR,200103,4.6
AR,200104,4.4
AR,200105,4.4
AR,200106,5.0
AR,200107,5.0
AR,200108,4.7
AR,200109,4.5
AR,200110,4.4
AR,200111,4.8
AR,200112,5.3
AR,200113,4.8
AR,200201,6.2
AR,200202,5.9
AR,200203,5.6
AR,200204,5.3
AR,200205,5.2
AR,200206,5.6
AR,200207,5.6
AR,200208,5.1
AR,200209,4.7
AR,200210,4.5
AR,200211,4.9
AR,200212,5.3
AR,200213,5.3
AR,200301,6.2
AR,200302,6.0
AR,200303,5.7
AR,200304,5.5
AR,200305,5.7
AR,200306,6.4
AR,200307,6.3
AR,200308,5.8
AR,200309,5.6
AR,200310,5.2
AR,200311,5.4
AR,200312,5.4
AR,200313,5.8
AR,200401,6.4
AR,200402,6.1
AR,200403,6.0
AR,200404,5.4
AR,200405,5.5
AR,200406,6.0
AR,200407,6.0
AR,200408,5.3
AR,200409,5.1
AR,200410,4.9
AR,200411,5.0
AR,200412,5.4
AR,200413,5.6
AR,200501,6.0
AR,200502,5.9
AR,200503,5.3
AR,200504,4.9
AR,200505,5.1
AR,200506,5.4
AR,200507,5.6
AR,200508,5.1
AR,200509,5.2
AR,200510,4.8
AR,200511,5.0
AR,200512,5.0
AR,200513,5.3
AR,200601,5.5
AR,200602,5.6
AR,200603,5.2
AR,200604,5.1
AR,200605,5.1
AR,200606,5.5
AR,200607,5.7
AR,200608,5.2
AR,200609,5.0
AR,200610,4.6
AR,200611,4.9
AR,200612,5.1
AR,200613,5.2
AR,200701,6.0
AR,200702,5.8
AR,200703,5.3
AR,200704,5.2
AR,200705,5.3
AR,200706,5.7
AR,200707,6.0
AR,200708,5.4
AR,200709,5.3
AR,200710,4.8
AR,200711,4.8
AR,200712,5.3
AR,200713,5.4
AR,200801,5.8
AR,200802,5.3
AR,200803,5.0
AR,200804,4.5
AR,200805,5.0
AR,200806,5.4
AR,200807,5.6
AR,200808,5.4
AR,200809,5.3
AR,200810,5.3
AR,200811,5.7
AR,200812,6.5
AR,200813,5.4
AR,200901,7.8
AR,200902,8.0
AR,200903,7.8
AR,200904,7.4
AR,200905,7.8
AR,200906,8.2
AR,200907,8.2
AR,200908,7.6
AR,200909,7.4
AR,200910,7.3
AR,200911,7.3
AR,200912,7.8
AR,200913,7.7
AR,201001,8.7
AR,201002,8.6
AR,201003,8.1
AR,201004,7.5
AR,201005,7.5
AR,201006,7.8
AR,201007,8.1
AR,201008,7.7
AR,201009,7.5
AR,201010,7.2
AR,201011,7.6
AR,201012,7.8
AR,201013,7.8
AR,201101,8.9
AR,201102,8.6
AR,201103,8.0
AR,201104,7.5
AR,201105,7.7
AR,201106,8.3
AR,201107,8.3
AR,201108,7.9
AR,201109,7.7
AR,201110,7.2
AR,201111,7.1
AR,201112,7.5
AR,201113,7.9
AR,201201,8.2
AR,201202,7.9
AR,201203,7.3
AR,201204,6.7
AR,201205,7.1
AR,201206,7.6
AR,201207,7.9
AR,201208,7.2
AR,201209,6.8
AR,201210,6.6
AR,201211,6.5
AR,201212,7.1
AR,201213,7.2
AR,201301,8.2
AR,201302,7.7
AR,201303,7.1
AR,201304,6.7
AR,201305,7.0
AR,201306,7.5
AR,201307,7.5
AR,201308,7.0
AR,201309,6.7
AR,201310,6.5
AR,201311,6.3
AR,201312,6.4
AR,201313,7.0
AR,201401,7.0
AR,201402,6.8
AR,201403,6.3
AR,201404,5.5
AR,201405,5.7
AR,201406,6.0
AR,201407,6.4
AR,201408,5.9
AR,201409,5.4
AR,201410,5.0
AR,201411,5.1
AR,201412,5.3
AR,201413,5.9
AR,201501,6.2
AR,201502,5.8
AR,201503,5.4
AR,201504,5.0
AR,201505,5.2
AR,201506,5.3
AR,201507,5.4
AR,201508,4.7
AR,201509,4.4
AR,201510,4.0
AR,201511,4.0
AR,201512,4.2
AR,201513,5.0
AR,201601,4.7
AR,201602,4.6
AR,201603,4.1
AR,201604,3.6
AR,201605,3.7
AR,201606,4.3
AR,201607,4.4
AR,201608,4.0
AR,201609,3.8
AR,201610,3.4
AR,201611,3.4
AR,201612,3.7
AR,201613,4.0
AR,201701,4.4
AR,201702,4.3
AR,201703,3.7
AR,201704,3.3
AR,201705,3.5
AR,201706,4.0
AR,201707,4.2
AR,201708,3.9
AR,201709,3.5
AR,201710,3.2
AR,201711,3.3
AR,201712,3.6
AR,201713,3.7
AR,201801,4.4
AR,201802,4.2
AR,201803,3.8
AR,201804,3.4
AR,201805,3.3
AR,201806,4.0
AR,201807,4.0
AR,201808,3.5
AR,201809,3.3
AR,201810,3.1
AR,201811,3.1
AR,201812,3.5
AR,201813,3.6
AR,201901,4.4
AR,201902,4.0
AR,201903,3.5
AR,201904,3.0
AR,201905,3.2
AR,201906,3.8
AR,201907,4.1
AR,201908,3.5
AR,201909,3.2
AR,201910,2.9
AR,201911,3.0
AR,201912,3.3
AR,201913,3.5
AR,202001,4.0
AR,202002,3.7
AR,202003,5.3
AR,202004,9.6
AR,202005,8.8
AR,202006,8.2
AR,202007,8.1
AR,202008,6.3
AR,202009,5.7
AR,202010,4.6
AR,202011,4.5
AR,202012,4.8
AR,202013,6.1
AR,202101,5.4
AR,202102,5.3
AR,202103,4.7
AR,202104,4.3
AR,202105,4.2
AR,202106,4.8
AR,202107,4.5
AR,202108,3.8
AR,202109,3.2
AR,202110,2.7
AR,202111,2.6
AR,202112,2.8
AR,202113,4.0
AR,202201,3.8
AR,202202,3.6
AR,202203,3.1
AR,202204,2.9
AR,202205,3.0
AR,202206,3.6
AR,202207,3.7
AR,202208,3.4
AR,202209,3.0
AR,202210,2.6
AR,202211,2.6
AR,202212,2.7
AR,202213,3.2
AR,202301,3.4
AR,202302,3.2
AR,202303,2.9
AR,202304,2.5
AR,202305,2.8
AR,202306,3.4
AR,202307,3.6
AR,202308,3.5
AR,202309,3.3
AR,202310,3.0
AR,202311,3.0
AR,202312,3.2
AR,202313,3.1
AR,202401,3.8
AR,202402,3.8
AR,202403,3.4
AR,202404,3.0
AR,202405,3.2
AR,202406,3.8
AR,202407,4.0
AR,202408,3.6
AR,202409,3.2
AR,202410,3.1
AR,202411,3.3
AR,202412,3.4
AR,202413,3.5
AR,202501,3.9
AR,202502,4.2
AR,202503,3.7
CA,197601,10.5
CA,197602,10.1
CA,197603,9.4
CA,197604,8.8
CA,197605,7.8
CA,197606,8.9
CA,197607,9.5
CA,197608,9.1
CA,197609,8.9
CA,197610,8.9
CA,197611,9.4
CA,197612,9.1
CA,197613,9.2
CA,197701,10.0
CA,197702,9.9
CA,197703,9.3
CA,197704,8.5
CA,197705,7.6
CA,197706,8.6
CA,197707,8.6
CA,197708,8.2
CA,197709,7.7
CA,197710,7.4
CA,197711,7.8
CA,197712,7.1
CA,197713,8.4
CA,197801,8.2
CA,197802,8.1
CA,197803,8.0
CA,197804,7.3
CA,197805,6.7
CA,197806,7.1
CA,197807,7.8
CA,197808,6.9
CA,197809,6.6
CA,197810,6.2
CA,197811,6.5
CA,197812,6.4
CA,197813,7.1
CA,197901,7.2
CA,197902,7.0
CA,197903,6.7
CA,197904,6.1
CA,197905,5.5
CA,197906,6.1
CA,197907,6.4
CA,197908,6.3
CA,197909,5.9
CA,197910,5.9
CA,197911,5.9
CA,197912,5.7
CA,197913,6.2
CA,198001,6.8
CA,198002,6.7
CA,198003,6.5
CA,198004,6.7
CA,198005,6.7
CA,198006,7.2
CA,198007,7.6
CA,198008,7.3
CA,198009,6.8
CA,198010,6.8
CA,198011,7.0
CA,198012,6.5
CA,198013,6.9
CA,198101,7.9
CA,198102,7.8
CA,198103,7.4
CA,198104,6.9
CA,198105,6.6
CA,198106,7.1
CA,198107,7.3
CA,198108,7.1
CA,198109,7.1
CA,198110,7.5
CA,198111,8.1
CA,198112,8.3
CA,198113,7.4
CA,198201,9.5
CA,198202,9.7
CA,198203,9.7
CA,198204,9.6
CA,198205,9.2
CA,198206,9.9
CA,198207,10.6
CA,198208,10.1
CA,198209,10.1
CA,198210,10.4
CA,198211,11.0
CA,198212,11.0
CA,198213,10.1
CA,198301,11.8
CA,198302,11.7
CA,198303,11.1
CA,198304,10.4
CA,198305,9.9
CA,198306,10.2
CA,198307,9.8
CA,198308,9.4
CA,198309,8.8
CA,198310,8.5
CA,198311,8.4
CA,198312,8.2
CA,198313,9.8
CA,198401,8.9
CA,198402,8.7
CA,198403,8.4
CA,198404,7.9
CA,198405,7.3
CA,198406,7.5
CA,198407,8.0
CA,198408,7.6
CA,198409,7.3
CA,198410,7.2
CA,198411,7.2
CA,198412,7.1
CA,198413,7.8
CA,198501,8.1
CA,198502,7.8
CA,198503,7.5
CA,198504,7.2
CA,198505,6.8
CA,198506,7.3
CA,198507,7.6
CA,198508,7.0
CA,198509,6.9
CA,198510,6.8
CA,198511,6.7
CA,198512,6.5
CA,198513,7.2
CA,198601,7.1
CA,198602,7.6
CA,198603,7.3
CA,198604,6.8
CA,198605,6.5
CA,198606,6.8
CA,198607,7.1
CA,198608,6.5
CA,198609,6.5
CA,198610,6.4
CA,198611,6.5
CA,198612,6.1
CA,198613,6.8
CA,198701,7.0
CA,198702,6.9
CA,198703,6.6
CA,198704,5.9
CA,198705,5.6
CA,198706,5.6
CA,198707,5.9
CA,198708,5.5
CA,198709,5.4
CA,198710,5.4
CA,198711,5.4
CA,198712,5.0
CA,198713,5.8
CA,198801,5.9
CA,198802,5.8
CA,198803,5.6
CA,198804,5.1
CA,198805,5.1
CA,198806,5.2
CA,198807,5.6
CA,198808,5.3
CA,198809,5.0
CA,198810,4.9
CA,198811,5.1
CA,198812,4.8
CA,198813,5.3
CA,198901,5.7
CA,198902,5.4
CA,198903,5.1
